Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4328150783,2018-03-15T00:00:00,1121.0,VW968,,CA,201802.0,,MERZ,PA,BK,3601 3RD ST W,00456,54.0,88.13B+,METER EXP.,63.0,6472581.551979,1847638.2450990002
4345947023,2019-01-04T00:00:00,1045.0,,,CA,201908.0,,ACUR,PA,BK,12500 MCCUNE AVE,139B,51.0,80.56E4+,RED ZONE,93.0,6429647.508366,1824381.893983
4279773525,2016-03-18T00:00:00,1717.0,,,CA,201704.0,,LEXS,PA,GO,3946 WILSHIRE BLVD,00403,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
4251396435,2015-01-22T00:00:00,2313.0,53,,CA,201508.0,,LINC,PA,WT,637 NORTH FORMOSA AVENUE,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456831.0,1852574.0
4273995740,2016-01-22T00:00:00,1422.0,OS4,,CA,201608.0,,FORD,VN,WT,12000 OLYMPIC BL W,00184,51.0,88.13B+,METER EXP.,63.0,6424591.2,1834557.0
4267668580,2015-09-17T00:00:00,1731.0,,,CA,201505.0,,HYUN,PA,BK,22864 VENTURA BL,00315,53.0,5204A-,DISPLAY OF TABS,25.0,6372543.4,1883175.3
4295058482,2016-10-11T00:00:00,1307.0,,,CA,201702.0,,HOND,PA,BK,R/O 7424 W MELROSE AV,00470,54.0,80.61,STANDNG IN ALLEY,68.0,6455182.1341510005,1852991.557196
4271652571,2015-11-16T00:00:00,921.0,,,TX,,,MERZ,PA,SL,5430 COLUMBUS AVE,00365,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421317.5,1884163.4
4269965140,2015-10-26T00:00:00,1612.0,,,CA,201512.0,,TOYT,PA,WT,745 LA BREA AVE N,00481,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6457288.0,1844627.6
4276689830,2016-03-20T00:00:00,1853.0,,,CA,201605.0,,LEXS,PA,GY,5333 A/F SAN FERNANDO ROAD,00600,56.0,80.69AA+,NO STOP/STAND,93.0,99999.0,99999.0
4280825150,2016-04-14T00:00:00,1221.0,,1110.0,CA,201703.0,,TOYT,PA,BL,2005 W VALLEY ST,6T42,56.0,80.69C,PARKED OVER TIME LIM,58.0,6479897.1,1845946.5
4293050075,2016-09-07T00:00:00,1441.0,V27610,,CA,201610.0,,NISS,PA,WT,1608 PACIFIC AVE S,00904,51.0,88.13B+,METER EXP.,63.0,6418525.8,1818220.6
4342648030,2018-10-25T00:00:00,1311.0,,,CA,201903.0,,TOYT,PA,GY,2612 NORTH BROADWAY,00600,56.0,80.56E4+,RED ZONE,93.0,6496585.697129,1849254.836478
4259168841,2015-05-26T00:00:00,1626.0,WV333,,CA,201506.0,,VOLK,PA,BK,1100 GLENDON AV,00107,51.0,88.13B+,METER EXP.,63.0,6427050.6,1844798.1
4313531541,2017-08-01T00:00:00,1058.0,EN424,,CA,201801.0,,FIAT,PA,SL,5000 ENCINO AV,389R,53.0,88.13B+,METER EXP.,63.0,6406122.062982,1881550.72813
4342131275,2018-10-31T00:00:00,1446.0,CB502,,CA,201905.0,,TOYT,PA,WT,1300 SANTEE ST S,00600,56.0,88.13B+,METER EXP.,63.0,6483418.843616,1835270.819808
4338150972,2018-08-08T00:00:00,1045.0,,,VA,,,VOLV,TK,WT,4069 REDWOOD AVE,00137,51.0,22500H,DOUBLE PARKING,68.0,6428021.737835,1819634.073039
4339406481,2018-09-25T00:00:00,1654.0,,,CA,201903.0,,FORD,PA,WT,271 OLYMPIC BLVD E,00600,56.0,22502A,18 IN. CURB/2 WAY,63.0,6483434.014797,1837564.279457
4339643711,2018-09-19T00:00:00,315.0,,,CA,201902.0,,JEEP,PA,GY,959 KENSINGTON ROAD,00600,56.0,80.56E4+,RED ZONE,93.0,6484225.839263,1849337.465012
4274300774,2015-12-29T00:00:00,1846.0,,,CA,,,CHEV,PA,WT,330 EAST 2ND STREET,00600,56.0,5200,DISPLAY OF PLATES,25.0,6488651.8,1840245.6
4306304295,2017-04-19T00:00:00,1012.0,,,CA,201709.0,,HOND,PA,GY,4036 INGRAHAM ST,00455,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6466138.25806,1844644.0587270001
4315906475,2017-08-28T00:00:00,629.0,,,CA,,,MAZD,PA,WT,362 LOMA DRIVE,00600,56.0,80.69B,NO PARKING,73.0,6480944.323313,1843941.0550310002
4341549693,2018-10-26T00:00:00,341.0,,,CA,201812.0,,ISU,TK,WT,3501 BESWICK ST,00600,56.0,80.69.2,COMM VEH OVER TIME LIMIT,103.0,6500776.622706,1830752.396559
4321356152,2017-11-16T00:00:00,1827.0,16276,,CA,201801.0,,SUBA,PA,GY,11231 MAGNOLIA BLVD,00319,53.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6448003.054156,1882604.850365
