Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4300583626,2017-01-31T00:00:00,1738.0,47,,CA,8.0,,HYUN,PA,GY,424 DETROIT ST,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457147.55788836,1846814.32098272
4247765885,2015-02-05T00:00:00,1946.0,WV89,,CA,201511.0,,MERZ,PA,BK,10900 KINROSS AV,00108,51.0,88.03A,OUTSIDE LINES/METER,58.0,6426714.8,1844800.3
4279224526,2016-03-18T00:00:00,1536.0,BR7,,NV,201702.0,,NISS,PA,SL,11601 SAN VICENTE BL,00404,51.0,88.13B+,METER EXP.,63.0,6416069.0,1841199.6
4330560393,2018-04-09T00:00:00,136.0,,,CA,201810.0,,TOYT,PA,BK,3000 15TH ST W,506A,51.0,80.56E4+,RED ZONE,93.0,6468051.657408,1839039.643797
1110648081,2015-05-20T00:00:00,534.0,,,CA,201510.0,,LEXU,PA,GY,500 BLK N CORNWELL,00600,56.0,8056E4,RED ZONE,93.0,99999.0,99999.0
4309467702,2017-05-31T00:00:00,1011.0,,,CA,201801.0,,MERZ,PA,GY,4611 FOUNTAIN AVE,00486,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474165.554166,1857316.6563580001
4251658692,2015-02-03T00:00:00,1643.0,CB1463B,,CA,201504.0,,NISS,PA,BK,1101 HOPE ST S,00601,56.0,88.03A,OUTSIDE LINES/METER,58.0,6481976.5,1837863.3
4324181175,2018-01-08T00:00:00,445.0,,,CA,9.0,,TOYT,PA,MR,180 UNION PL,00600,56.0,22500E,BLOCKING DRIVEWAY,68.0,6481302.663479,1845141.635016
4256050282,2015-04-03T00:00:00,919.0,,,CA,,,TOYT,PA,SL,5301 BALBOA BLVD,369A,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6410090.7,1883569.2
4310565910,2017-06-28T00:00:00,1600.0,MD387,,CA,201707.0,,CADI,PA,SL,1500 EASTLAKE AV,00600,56.0,88.13B+,METER EXP.,63.0,6499498.575721,1845294.5530830002
4318994632,2017-10-19T00:00:00,1532.0,,1340.0,CA,,,NISS,PA,SL,18614 PRAIRIE ST,00382,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6398882.428728,1909838.488309
4313613146,2017-08-02T00:00:00,654.0,,,CA,201711.0,,DODG,PU,GY,6221 WALL ST S,534H,55.0,80.69B,NO PARKING,73.0,6479274.904405001,1816391.370618
4343995563,2018-11-26T00:00:00,37.0,21,,CA,201810.0,,HOND,PA,SL,11045 MISSOURI AVE,504A,51.0,80.58L,PREFERENTIAL PARKING,68.0,6428363.925581,1839207.357545
