Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4343716926,2018-11-08T00:00:00,823.0,,,CA,201905.0,,NISS,PA,BN,942 BREED ST S,00632,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495778.270064,1834833.149818
4271745262,2015-12-28T00:00:00,924.0,,,CA,201608.0,,NISS,PA,GN,1918 HEIDLEMAN ROAD,00632,56.0,22500F,PARKED ON SIDEWALK,68.0,6508698.4,1845957.0
4281296806,2016-04-26T00:00:00,1205.0,,,CA,4.0,,FORD,PA,TN,10634 ORION AVENUE,00332,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419302.9,1918671.7
4343017755,2018-11-13T00:00:00,1521.0,CC851,,CA,201903.0,,FORD,PA,WT,301 HOPE ST,00600,56.0,88.13B+,METER EXP.,63.0,6485250.917722,1842024.54038
4246570694,2014-11-03T00:00:00,1206.0,,,CA,201407.0,NV,TOYT,PA,GY,690 HARVARD BLVD S,00461,54.0,5204A-,DISPLAY OF TABS,25.0,6469543.0,1844379.6
4309340663,2017-05-20T00:00:00,24.0,,,CA,201611.0,,AUDI,PA,BK,10913 PICO BLVD W,00501,51.0,5204A-,DISPLAY OF TABS,25.0,6431411.985712,1837007.8990220001
4336865444,2018-08-09T00:00:00,1337.0,,,CA,201907.0,,TSMR,PA,WT,3936 SUNSET BLVD W,00476,54.0,5200,DISPLAY OF PLATES,25.0,6476922.629797,1855969.778974
4262484096,2015-06-26T00:00:00,1635.0,,1422.0,CA,201512.0,,LINC,PU,BK,738 SOUTH NORMANDIE AVENUE,462,54.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4274438862,2016-01-12T00:00:00,1325.0,,,CA,201612.0,,LNDR,PA,GY,6321 COMMODORE SLOAT DR,00111,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450211.7,1844457.3
4304483363,2017-03-16T00:00:00,1828.0,,,CA,201601.0,,HOND,PA,GY,3835 W EDENHURST AVE,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6481772.69354101,1866685.28708248
4299959005,2017-01-17T00:00:00,918.0,,,CA,201701.0,,HYUN,PA,SL,1559 GENESEE AVE N,00400,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6453197.509430001,1858647.616747
4305277804,2017-03-30T00:00:00,806.0,,,CA,201712.0,,LEXS,PA,WT,3875 MENTONE AVE,00111,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439288.6566772,1829350.67884409
4283995516,2016-05-20T00:00:00,1135.0,CB2491,,CA,201604.0,,PONT,PA,SL,621 WALL ST S,57B,56.0,88.13B+,METER EXP.,63.0,6486717.3,1838179.4
4335125336,2018-07-13T00:00:00,1245.0,V109,,IN,201906.0,,NISS,PA,BK,1400 MAIN ST,906R,51.0,88.13B+,METER EXP.,63.0,6418563.054281,1818845.701966
4283585095,2016-05-26T00:00:00,2226.0,,,CA,201703.0,,FORD,PA,GY,1640 WILCOX AVE,00402,54.0,80.69B,NO PARKING,73.0,6461453.8,1857807.1
4273547751,2016-01-11T00:00:00,1205.0,,,CA,201604.0,,MERZ,PA,BK,6264 COMMODORE SLOAT DRIVE,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4259243833,2015-05-26T00:00:00,1205.0,,,CA,3.0,,BMW,PA,BK,201 EMERALD ST S,645A,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483744.2,1844129.3
4265802542,2015-09-09T00:00:00,1217.0,,,CA,201509.0,,LEXS,PA,WT,10508 GRAPE STREET,00557,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4308448966,2017-05-18T00:00:00,830.0,WW550,,CA,201805.0,,TOYT,PA,RD,650 KINGSLEY DR S,00472,54.0,88.13B+,METER EXP.,63.0,6469784.28509,1852685.856062
4324780401,2018-01-16T00:00:00,1725.0,BW113,,CA,,,AUDI,PA,GY,11601 BARRINGTON CT W,00402,51.0,88.13B+,METER EXP.,63.0,6419538.331831,1846455.3219340001
4263717636,2015-08-06T00:00:00,1812.0,51,,CA,,,HOND,PA,BK,4258 HAZELTINE AVE,350A,53.0,80.58L,PREFERENTIAL PARKING,68.0,6428692.0,1876687.8
4346477170,2019-01-16T00:00:00,1026.0,,,CA,9.0,,OTHR,TK,BN,432 PICO BLVD E,00684,56.0,80.56E4+,RED ZONE,93.0,6481466.587668,1836710.6311
4303555200,2017-03-01T00:00:00,206.0,,,CA,,,HYUN,PA,SL,5650 WEST MANCHESTER AVENUE,00502,51.0,80.69B,NO PARKING,73.0,6446532.288455,1807982.485211
4291494325,2016-08-09T00:00:00,810.0,NH563,,CA,201608.0,,BMW,PA,GY,5101 LANKERSHIM BL,00383,53.0,88.13B+,METER EXP.,63.0,6448688.3,1881901.7
4308121506,2017-05-23T00:00:00,1017.0,,,CA,201711.0,,BMW,PA,SL,200 15TH ST W,00651,56.0,80.56E2,YELLOW ZONE,58.0,6481688.210693,1835371.3908229999
4321511445,2017-11-21T00:00:00,831.0,,,CA,201801.0,,LNDR,PA,BK,10800 HOLMAN AVE,00151,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428990.214319999,1842349.8266430001
1125898126,2018-08-07T00:00:00,807.0,,,CA,201904.0,,JEEP,SU,WH,225 N UNION AV,00609,56.0,8069BS,NO PARK/STREET CLEAN,73.0,6481495.80678,1846639.975875
4343979500,2018-12-03T00:00:00,1234.0,,929.0,CA,,,HYUN,PA,WT,1500 BLK IVAR AVE,101R,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,99999.0,99999.0
4255728875,2015-03-19T00:00:00,1551.0,,,CA,201510.0,,CHEV,PA,RD,100 G ST W,00567,55.0,80.56E2,YELLOW ZONE,58.0,6481950.5,1741889.7
4287336745,2016-07-29T00:00:00,945.0,,,CA,201704.0,,JEEP,PA,BK,1970 8TH ST E,00665,56.0,80.69B,NO PARKING,73.0,99999.0,99999.0
4256422940,2015-04-20T00:00:00,836.0,,,CA,201505.0,,TOYT,PA,GY,703 92ND ST W,00555,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6481946.9,1805348.6
4297878944,2016-11-23T00:00:00,1909.0,,,CA,201709.0,,CADI,PA,BK,21100 VENTURA BL,00315,53.0,5200,DISPLAY OF PLATES,25.0,6382354.140975,1883655.889434
4332623282,2018-05-22T00:00:00,1749.0,OS562,,CA,201904.0,,TOYT,PU,SL,11701 PICO BL W,00202,51.0,88.13B+,METER EXP.,63.0,6426624.943665002,1834184.326154
4279241680,2016-04-01T00:00:00,825.0,,,CA,3.0,,HOND,PA,WT,9519 VAN NUYS BLVD,00331,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425594.7,1911063.1
4337705584,2018-08-22T00:00:00,1239.0,,,CA,,,FORD,PA,MR,10221 WESTERN AVE,538C,55.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4271178376,2015-11-09T00:00:00,1215.0,,,CA,,,VOLK,PA,BK,309 SYCAMORE AVE N,00473,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457809.1,1847572.3
4313441160,2017-08-24T00:00:00,1019.0,,,CA,201706.0,,HOND,PA,GY,1256 CYPRESS AVENUE,00676,56.0,5204A-,DISPLAY OF TABS,25.0,6492279.18596134,1857438.84352562
4327243900,2018-03-11T00:00:00,1941.0,,,CA,201809.0,,HOND,PA,OR,413 BROADWAY S,00600,56.0,80.56E1,WHITE ZONE,58.0,6486080.470465,1840433.3849689998
4266856101,2015-09-08T00:00:00,1751.0,,,CA,201604.0,,NISS,PA,BL,9200 TAMPA AVE,00317,53.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
4324324082,2018-01-17T00:00:00,25.0,,,CA,201803.0,,TOYT,PA,WT,4232 BURNS AVE,00403,54.0,22514,FIRE HYDRANT,68.0,6475289.54033,1854410.378729
4251784110,2015-01-14T00:00:00,1237.0,,,CA,201504.0,,LEXS,PA,SL,1200 37TH PL W,535H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468739.3,1718528.2
4329193820,2018-03-27T00:00:00,1632.0,,,CA,201805.0,,NISS,PA,WT,4077 MAIN ST S,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6478627.288493,1825954.057375
4270589256,2015-11-11T00:00:00,230.0,,,CA,201509.0,,PONT,PA,WT,8800 BEVERLYWOOD ST,00111,51.0,5204A-,DISPLAY OF TABS,25.0,6445574.0,1836112.9
4310914683,2017-06-16T00:00:00,813.0,,,CA,201709.0,,TOYT,PA,WT,6568 WOODMAN AVE,00364,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431250.6778690005,1891717.2246049999
4266581561,2015-09-16T00:00:00,829.0,,,CA,201605.0,,HOND,PA,MR,332 SOUTH CATALINA STREET,00454,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472200.6,1847438.1
4307042213,2017-04-11T00:00:00,812.0,,,CA,201705.0,,MITS,PA,WT,2426 FOLSOM ST,00634,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499243.800186,1840029.72772
4311341311,2017-06-20T00:00:00,1054.0,SS35,,CA,201709.0,,LNDR,PA,BL,11339 SANTA MONICA BL,00112,51.0,88.13B+,METER EXP.,63.0,6425431.706591001,1839471.128214
4265246381,2015-08-10T00:00:00,1214.0,,,CA,201607.0,,INFI,PA,WT,500 E SEVILLE CT,00164,51.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
4312324516,2017-07-12T00:00:00,1259.0,LM348,,CA,201805.0,,BMW,PA,BK,7320 W MELROSE AV,00473,54.0,88.13B+,METER EXP.,63.0,6455947.786509,1852968.629957
4285448602,2016-06-16T00:00:00,822.0,,,CA,201703.0,,TOYT,PA,BK,440 VETERAN AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423908.1,1847783.9
4346352662,2019-01-08T00:00:00,2039.0,,,CA,201904.0,,LEXS,PA,WT,11969 KIOWA AVE,00202,51.0,80.61,STANDNG IN ALLEY,68.0,6420314.444946,1840089.461476
1111920246,2015-02-10T00:00:00,2010.0,,,CA,201507.0,,MBNZ,TR,BK,501 WORLD WAY,5M38,2.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
