Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4257207765,2015-05-04T00:00:00,840.0,,,CA,201512.0,,MITS,PA,RD,22100 ERWIN ST,00375,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4337513246,2018-08-13T00:00:00,1232.0,,,CA,201812.0,,DODG,TK,GN,1919 ALBERTA AVE,906R,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419417.713759,1817852.80491
4261203166,2015-06-19T00:00:00,1224.0,L250,,CA,10.0,,LEXS,PA,GY,501 LARCHMONT BL N,00456,54.0,88.13B+,METER EXP.,63.0,6463660.9,1851271.4
4331957851,2018-06-18T00:00:00,256.0,554,,CA,201805.0,,FORD,TK,WT,15062 RAYEN STREET,00319,53.0,80.58L,PREFERENTIAL PARKING,68.0,6422628.93851,1907075.044456
4253285934,2015-03-03T00:00:00,1737.0,MV43,,CA,201510.0,,TOYT,PU,WT,12201 VENICE BL,00904,51.0,88.13B+,METER EXP.,63.0,6430955.5,1824479.7
4248636243,2014-12-31T00:00:00,1252.0,PC106,,CA,201502.0,,KIA,PA,WT,4300 PICO BL W,00107,51.0,88.13B+,METER EXP.,63.0,6462282.9,1839996.1
4301751576,2017-02-02T00:00:00,1108.0,,840.0,CA,201702.0,,NISS,PA,SL,700 CROCKER ST S,00667,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6486787.963515,1836641.6103080001
4274040971,2016-01-14T00:00:00,1359.0,,,CA,201602.0,,MITS,PA,WT,640 ST PAUL AVE,00651,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6482506.6,1841697.9
4301741636,2017-02-02T00:00:00,2143.0,37,,CA,201706.0,,HOND,PA,BK,7044 HAWTHORN AVE,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457779.848859,1859071.6450220002
4282524385,2016-05-05T00:00:00,1229.0,,,CA,201604.0,,LEXS,PA,BK,22808 GAULT ST,00371,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4299949216,2017-01-19T00:00:00,1421.0,,,CA,201711.0,,TOYT,PA,SL,4601 ST ELMO DR,00107,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6459020.803197,1837965.7012389998
4287593586,2016-07-21T00:00:00,1127.0,,,NV,201702.0,,HYUN,PA,SL,2000 MIDVALE AVE,00183,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429871.6,1839457.5
4266743224,2015-09-10T00:00:00,2146.0,,,CA,201510.0,,FORD,PU,OT,10886 LE CONTE AVE,00111,51.0,80.56E1,WHITE ZONE,58.0,6426941.1,1845855.2
4256649165,2015-04-30T00:00:00,1006.0,,,CA,201603.0,,TOYT,PA,SL,1000 BONNIE BRAE ST,00645,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4264943653,2015-08-19T00:00:00,541.0,,,FL,201608.0,,HYUN,PA,BK,1900 BEDFORD ST,00185,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4286306183,2016-07-05T00:00:00,1916.0,,,CA,201612.0,,MERZ,PA,BK,15501 DEL GADO DRIVE,00309,53.0,22502A,18 IN. CURB/2 WAY,63.0,6418753.1,1875329.4
