Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4260172092,2015-05-26T00:00:00,1236.0,,,CA,201604.0,,HOND,PA,RD,2304 SHERIDAN ST,00634,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4301324090,2017-01-25T00:00:00,1110.0,,,CA,201704.0,,FORD,PA,BL,539 MANHATTAN PL S,00455,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467673.96506,1846045.03601
4330772902,2018-04-27T00:00:00,1820.0,41,,CA,201810.0,,VOLK,PA,BK,110 DETROIT ST N,402B,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457148.975082,1849242.837697
1109274165,2016-01-29T00:00:00,1000.0,,,CA,201605.0,,RANG,SU,WH,FRANKLIN/CAMINO PALM,6A49,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
4259605991,2015-06-04T00:00:00,829.0,,,IL,201604.0,,HOND,PA,WT,501 MIDVALE AVE,00156,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424618.6,1847516.2
4308638294,2017-05-08T00:00:00,2038.0,12,,CA,201712.0,,BMW,PA,BK,1046 SANBORN AVE N,00400,54.0,80.58L,PREFERENTIAL PARKING,68.0,6476550.3065019995,1855715.0448689999
4338620263,2018-09-17T00:00:00,846.0,,,CA,201711.0,,LEXS,PA,BK,11100 STRATHERN ST,00333,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6449041.22542,1901086.534644
4276968124,2016-02-18T00:00:00,1647.0,,,CA,201509.0,,KIA,PA,BK,908 BEACON AV,00600,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4323777172,2018-01-08T00:00:00,1208.0,,,CA,201804.0,,NISS,PA,SL,900 B/O CARRILLO DR,00112,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4334967055,2018-06-22T00:00:00,1224.0,,,CA,201903.0,,MITS,PA,GY,739 GARLAND AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480804.885518,1840952.26788
4270188812,2015-11-02T00:00:00,1015.0,,,CA,201512.0,,FORD,PA,WT,1903 PREUSS ROAD,00174,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444928.6,1838829.5
4309353053,2017-05-24T00:00:00,135.0,,,CA,201709.0,,PONT,PA,RD,5654 WEST MANCHESTER AVENUE,00501,51.0,80.69B,NO PARKING,73.0,6446510.737023001,1807982.584329
4277060863,2016-03-10T00:00:00,810.0,,,CA,201602.0,,HOND,PA,GY,13390 ZANJA ST,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426423.4,1820492.2
4270874565,2015-11-12T00:00:00,938.0,,,CA,,,OTHR,TK,BN,1275 BOYLE AVE S,00635,56.0,80.56E4+,RED ZONE,93.0,6494756.2,1832252.3
4346214574,2019-01-08T00:00:00,1944.0,WH376,,CA,,,HOND,PA,GY,22901 VENTURA BL,00321,53.0,88.13B+,METER EXP.,63.0,6372417.463707,1883128.418219
4278275282,2016-03-14T00:00:00,1036.0,HP71,,CA,,,HOND,PA,TN,100 AVENUE 59 E,00676,56.0,88.13B+,METER EXP.,63.0,6503851.0,1862640.3
4309154194,2017-05-14T00:00:00,617.0,64,,CA,201712.0,,CHEV,PA,WT,1823 GRACE AVENUE,00403,54.0,80.58L,PREFERENTIAL PARKING,68.0,6461105.5727470005,1860488.615075
4272883856,2016-01-07T00:00:00,1657.0,VW296,,CA,201605.0,,MAZD,PA,GY,600 SHATTO PL,00451,54.0,88.13B+,METER EXP.,63.0,6473740.5,1844999.4
4252486405,2015-01-30T00:00:00,1040.0,,,CA,201503.0,,TOYT,PA,SL,7 FLEET ST,00164,51.0,22502E,18 IN. CURB/1 WAY,63.0,6420997.0,1813977.8
4284708061,2016-05-23T00:00:00,839.0,,,CA,201609.0,,CHEV,PA,WT,4312 LAUREL CANYON BLVD,00354,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434617.9,1912791.9
4296129180,2016-10-25T00:00:00,1020.0,,,CA,,,CHEV,PA,BK,142560 SYLVAN ST,00363,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4309178123,2017-05-24T00:00:00,1744.0,SG171A,,TX,201701.0,,FIAT,PA,BN,1500 CURSON AV N,00402,54.0,88.13B+,METER EXP.,63.0,6454187.988283,1858249.526857
4253344970,2015-02-26T00:00:00,953.0,HP157,,CA,201307.0,,BMW,PA,BK,5817 FIGUEROA ST N,00676,56.0,88.13B+,METER EXP.,63.0,6503755.6,1862583.8
4326093133,2018-01-30T00:00:00,915.0,,,CA,,,SUBA,PA,GY,15106 CLARK ST,00365,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421906.47214822,1884015.35096772
4283825405,2016-05-24T00:00:00,1042.0,,,CA,201605.0,,OLDS,PA,SL,14258 SYLVAN ST,378R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427548.8,1889878.0
4283789801,2016-05-24T00:00:00,1059.0,,,CA,2.0,,OTHR,TK,BN,121 5TH ST E,00664,56.0,80.56E4+,RED ZONE,93.0,6486249.7,1839566.0
4324986072,2018-01-11T00:00:00,1045.0,,,CA,201812.0,,BMW,PA,BK,18550 CITRONIA ST,00338,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6399134.484863,1912148.8275650002
