realtime_start,date,value,realtime_end
2018-11-07,2014-03-01,37673,2018-11-07
2018-11-07,2014-04-01,38850,2018-11-07
2018-11-07,2014-05-01,38354,2018-11-07
2018-11-07,2014-06-01,38227,2018-11-07
2018-11-07,2014-07-01,39085,2018-11-07
2018-11-07,2014-08-01,38144,2018-11-07
2018-11-07,2014-09-01,38166,2018-11-07
2018-11-07,2014-10-01,39528,2018-11-07
2018-11-07,2014-11-01,39154,2018-11-07
2018-11-07,2014-12-01,38887,2018-11-07
2018-11-07,2015-01-01,39275,2018-11-07
2018-11-07,2015-02-01,38697,2018-11-07
2018-11-07,2015-03-01,39326,2018-11-07
2018-11-07,2015-04-01,39863,2018-11-07
2018-11-07,2015-05-01,40137,2018-11-07
2018-11-07,2015-06-01,40321,2018-11-07
2018-11-07,2015-07-01,38467,2018-11-07
2018-11-07,2015-08-01,39469,2018-11-07
2018-11-07,2015-09-01,39000,2018-11-07
2018-11-07,2015-10-01,38974,2018-11-07
2018-11-07,2015-11-01,38985,2018-11-07
2018-11-07,2015-12-01,37381,2018-11-07
2018-11-07,2016-01-01,38216,2018-11-07
2018-11-07,2016-02-01,38791,2018-11-07
2018-11-07,2016-03-01,40958,2018-11-07
2018-11-07,2016-04-01,39718,2018-11-07
2018-11-07,2016-05-01,39443,2018-11-07
2018-11-07,2016-06-01,39748,2018-11-07
2018-11-07,2016-07-01,40465,2018-11-07
2018-11-07,2016-08-01,40243,2018-11-07
2018-11-07,2016-09-01,41905,2018-11-07
2018-11-07,2016-10-01,40386,2018-11-07
2018-11-07,2016-11-01,40343,2018-11-07
2018-11-07,2016-12-01,40824,2018-11-07
2018-11-07,2017-01-01,40536,2018-11-07
2018-11-07,2017-02-01,41131,2018-11-07
2018-11-07,2017-03-01,41742,2018-11-07
2018-11-07,2017-04-01,40978,2018-11-07
2018-11-07,2017-05-01,42138,2018-11-07
2018-11-07,2017-06-01,41474,2018-11-07
2018-11-07,2017-07-01,41552,2018-11-07
2018-11-07,2017-08-01,42661,2018-11-07
2018-11-07,2017-09-01,41882,2018-11-07
2018-11-07,2017-10-01,42811,2018-11-07
2018-11-07,2017-11-01,42777,2018-11-07
2018-11-07,2017-12-01,43304,2018-11-07
2018-11-07,2018-01-01,43451,2018-11-07
2018-11-07,2018-02-01,42652,2018-11-07
2018-11-07,2018-03-01,41823,2018-11-07
2018-11-07,2018-04-01,41759,2018-11-07
2018-11-07,2018-05-01,42195,2018-11-07
2018-11-07,2018-06-01,41913,2018-11-07
2018-11-07,2018-07-01,41523,2018-11-07
2018-11-07,2018-08-01,42266,2018-11-07
2018-11-07,2018-09-01,42556,2018-11-07
