realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,25746,2018-11-07
2018-11-07,2002-02-01,25438,2018-11-07
2018-11-07,2002-03-01,25639,2018-11-07
2018-11-07,2002-04-01,26117,2018-11-07
2018-11-07,2002-05-01,26459,2018-11-07
2018-11-07,2002-06-01,27686,2018-11-07
2018-11-07,2002-07-01,27602,2018-11-07
2018-11-07,2002-08-01,27763,2018-11-07
2018-11-07,2002-09-01,27951,2018-11-07
2018-11-07,2002-10-01,28392,2018-11-07
2018-11-07,2002-11-01,28486,2018-11-07
2018-11-07,2002-12-01,28151,2018-11-07
2018-11-07,2003-01-01,27690,2018-11-07
2018-11-07,2003-02-01,29153,2018-11-07
2018-11-07,2003-03-01,28925,2018-11-07
2018-11-07,2003-04-01,28953,2018-11-07
2018-11-07,2003-05-01,29297,2018-11-07
2018-11-07,2003-06-01,29744,2018-11-07
2018-11-07,2003-07-01,29065,2018-11-07
2018-11-07,2003-08-01,29253,2018-11-07
2018-11-07,2003-09-01,29079,2018-11-07
2018-11-07,2003-10-01,29710,2018-11-07
2018-11-07,2003-11-01,30003,2018-11-07
2018-11-07,2003-12-01,31005,2018-11-07
2018-11-07,2004-01-01,29467,2018-11-07
2018-11-07,2004-02-01,30754,2018-11-07
2018-11-07,2004-03-01,32031,2018-11-07
2018-11-07,2004-04-01,33062,2018-11-07
2018-11-07,2004-05-01,32551,2018-11-07
2018-11-07,2004-06-01,32732,2018-11-07
2018-11-07,2004-07-01,32627,2018-11-07
2018-11-07,2004-08-01,32334,2018-11-07
2018-11-07,2004-09-01,32456,2018-11-07
2018-11-07,2004-10-01,31909,2018-11-07
2018-11-07,2004-11-01,32821,2018-11-07
2018-11-07,2004-12-01,33064,2018-11-07
2018-11-07,2005-01-01,32727,2018-11-07
2018-11-07,2005-02-01,32722,2018-11-07
2018-11-07,2005-03-01,32751,2018-11-07
2018-11-07,2005-04-01,32724,2018-11-07
2018-11-07,2005-05-01,33997,2018-11-07
2018-11-07,2005-06-01,33677,2018-11-07
2018-11-07,2005-07-01,35208,2018-11-07
2018-11-07,2005-08-01,35887,2018-11-07
2018-11-07,2005-09-01,37278,2018-11-07
2018-11-07,2005-10-01,35885,2018-11-07
2018-11-07,2005-11-01,35035,2018-11-07
2018-11-07,2005-12-01,35070,2018-11-07
2018-11-07,2006-01-01,35678,2018-11-07
2018-11-07,2006-02-01,36434,2018-11-07
2018-11-07,2006-03-01,36751,2018-11-07
2018-11-07,2006-04-01,37058,2018-11-07
2018-11-07,2006-05-01,37688,2018-11-07
2018-11-07,2006-06-01,39022,2018-11-07
2018-11-07,2006-07-01,38721,2018-11-07
2018-11-07,2006-08-01,39374,2018-11-07
2018-11-07,2006-09-01,39608,2018-11-07
2018-11-07,2006-10-01,39509,2018-11-07
2018-11-07,2006-11-01,40154,2018-11-07
2018-11-07,2006-12-01,41866,2018-11-07
2018-11-07,2007-01-01,42053,2018-11-07
2018-11-07,2007-02-01,42562,2018-11-07
2018-11-07,2007-03-01,42705,2018-11-07
2018-11-07,2007-04-01,42988,2018-11-07
2018-11-07,2007-05-01,43394,2018-11-07
2018-11-07,2007-06-01,42846,2018-11-07
2018-11-07,2007-07-01,43512,2018-11-07
2018-11-07,2007-08-01,44738,2018-11-07
2018-11-07,2007-09-01,44684,2018-11-07
2018-11-07,2007-10-01,45559,2018-11-07
2018-11-07,2007-11-01,45165,2018-11-07
2018-11-07,2007-12-01,44493,2018-11-07
2018-11-07,2008-01-01,44604,2018-11-07
2018-11-07,2008-02-01,45397,2018-11-07
2018-11-07,2008-03-01,46162,2018-11-07
2018-11-07,2008-04-01,45965,2018-11-07
2018-11-07,2008-05-01,46459,2018-11-07
2018-11-07,2008-06-01,46596,2018-11-07
2018-11-07,2008-07-01,47651,2018-11-07
2018-11-07,2008-08-01,47132,2018-11-07
2018-11-07,2008-09-01,47198,2018-11-07
2018-11-07,2008-10-01,48001,2018-11-07
2018-11-07,2008-11-01,48862,2018-11-07
2018-11-07,2008-12-01,47933,2018-11-07
2018-11-07,2009-01-01,46907,2018-11-07
2018-11-07,2009-02-01,47933,2018-11-07
2018-11-07,2009-03-01,47829,2018-11-07
2018-11-07,2009-04-01,46710,2018-11-07
2018-11-07,2009-05-01,46162,2018-11-07
2018-11-07,2009-06-01,46267,2018-11-07
2018-11-07,2009-07-01,44406,2018-11-07
2018-11-07,2009-08-01,44037,2018-11-07
2018-11-07,2009-09-01,43694,2018-11-07
2018-11-07,2009-10-01,43221,2018-11-07
2018-11-07,2009-11-01,40806,2018-11-07
2018-11-07,2009-12-01,40687,2018-11-07
2018-11-07,2010-01-01,39315,2018-11-07
2018-11-07,2010-02-01,38461,2018-11-07
2018-11-07,2010-03-01,38780,2018-11-07
2018-11-07,2010-04-01,39027,2018-11-07
2018-11-07,2010-05-01,39075,2018-11-07
2018-11-07,2010-06-01,38572,2018-11-07
2018-11-07,2010-07-01,38887,2018-11-07
2018-11-07,2010-08-01,39612,2018-11-07
2018-11-07,2010-09-01,40746,2018-11-07
2018-11-07,2010-10-01,39643,2018-11-07
2018-11-07,2010-11-01,40209,2018-11-07
2018-11-07,2010-12-01,39776,2018-11-07
2018-11-07,2011-01-01,39187,2018-11-07
2018-11-07,2011-02-01,38919,2018-11-07
2018-11-07,2011-03-01,39889,2018-11-07
2018-11-07,2011-04-01,40060,2018-11-07
2018-11-07,2011-05-01,39332,2018-11-07
2018-11-07,2011-06-01,41053,2018-11-07
2018-11-07,2011-07-01,41207,2018-11-07
2018-11-07,2011-08-01,40859,2018-11-07
2018-11-07,2011-09-01,40951,2018-11-07
2018-11-07,2011-10-01,39069,2018-11-07
2018-11-07,2011-11-01,40367,2018-11-07
2018-11-07,2011-12-01,41322,2018-11-07
2018-11-07,2012-01-01,42266,2018-11-07
2018-11-07,2012-02-01,42377,2018-11-07
2018-11-07,2012-03-01,42707,2018-11-07
2018-11-07,2012-04-01,43520,2018-11-07
2018-11-07,2012-05-01,43622,2018-11-07
2018-11-07,2012-06-01,43493,2018-11-07
2018-11-07,2012-07-01,43237,2018-11-07
2018-11-07,2012-08-01,43077,2018-11-07
2018-11-07,2012-09-01,41272,2018-11-07
2018-11-07,2012-10-01,41496,2018-11-07
2018-11-07,2012-11-01,40717,2018-11-07
2018-11-07,2012-12-01,42010,2018-11-07
2018-11-07,2013-01-01,41823,2018-11-07
2018-11-07,2013-02-01,41215,2018-11-07
2018-11-07,2013-03-01,40341,2018-11-07
2018-11-07,2013-04-01,40957,2018-11-07
2018-11-07,2013-05-01,40931,2018-11-07
2018-11-07,2013-06-01,40614,2018-11-07
2018-11-07,2013-07-01,41285,2018-11-07
2018-11-07,2013-08-01,40213,2018-11-07
2018-11-07,2013-09-01,40510,2018-11-07
2018-11-07,2013-10-01,40641,2018-11-07
2018-11-07,2013-11-01,40632,2018-11-07
2018-11-07,2013-12-01,39189,2018-11-07
2018-11-07,2014-01-01,39025,2018-11-07
2018-11-07,2014-02-01,38892,2018-11-07
