realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,846,2018-11-07
2018-11-07,2002-02-01,873,2018-11-07
2018-11-07,2002-03-01,897,2018-11-07
2018-11-07,2002-04-01,999,2018-11-07
2018-11-07,2002-05-01,1109,2018-11-07
2018-11-07,2002-06-01,1094,2018-11-07
2018-11-07,2002-07-01,1031,2018-11-07
2018-11-07,2002-08-01,1113,2018-11-07
2018-11-07,2002-09-01,1180,2018-11-07
2018-11-07,2002-10-01,1200,2018-11-07
2018-11-07,2002-11-01,1084,2018-11-07
2018-11-07,2002-12-01,1019,2018-11-07
2018-11-07,2003-01-01,915,2018-11-07
2018-11-07,2003-02-01,954,2018-11-07
2018-11-07,2003-03-01,963,2018-11-07
2018-11-07,2003-04-01,1009,2018-11-07
2018-11-07,2003-05-01,1042,2018-11-07
2018-11-07,2003-06-01,1111,2018-11-07
2018-11-07,2003-07-01,1071,2018-11-07
2018-11-07,2003-08-01,1173,2018-11-07
2018-11-07,2003-09-01,1136,2018-11-07
2018-11-07,2003-10-01,1114,2018-11-07
2018-11-07,2003-11-01,1056,2018-11-07
2018-11-07,2003-12-01,949,2018-11-07
2018-11-07,2004-01-01,928,2018-11-07
2018-11-07,2004-02-01,920,2018-11-07
2018-11-07,2004-03-01,994,2018-11-07
2018-11-07,2004-04-01,1061,2018-11-07
2018-11-07,2004-05-01,1028,2018-11-07
2018-11-07,2004-06-01,1114,2018-11-07
2018-11-07,2004-07-01,1184,2018-11-07
2018-11-07,2004-08-01,1169,2018-11-07
2018-11-07,2004-09-01,1156,2018-11-07
2018-11-07,2004-10-01,1093,2018-11-07
2018-11-07,2004-11-01,1020,2018-11-07
2018-11-07,2004-12-01,954,2018-11-07
2018-11-07,2005-01-01,909,2018-11-07
2018-11-07,2005-02-01,934,2018-11-07
2018-11-07,2005-03-01,1023,2018-11-07
2018-11-07,2005-04-01,1166,2018-11-07
2018-11-07,2005-05-01,1201,2018-11-07
2018-11-07,2005-06-01,1235,2018-11-07
2018-11-07,2005-07-01,1185,2018-11-07
2018-11-07,2005-08-01,1356,2018-11-07
2018-11-07,2005-09-01,1311,2018-11-07
2018-11-07,2005-10-01,1330,2018-11-07
2018-11-07,2005-11-01,1245,2018-11-07
2018-11-07,2005-12-01,1131,2018-11-07
2018-11-07,2006-01-01,1067,2018-11-07
2018-11-07,2006-02-01,1056,2018-11-07
