realtime_start,date,value,realtime_end
2018-11-07,2006-03-01,1174,2018-11-07
2018-11-07,2006-04-01,1213,2018-11-07
2018-11-07,2006-05-01,1292,2018-11-07
2018-11-07,2006-06-01,1305,2018-11-07
2018-11-07,2006-07-01,1288,2018-11-07
2018-11-07,2006-08-01,1355,2018-11-07
2018-11-07,2006-09-01,1359,2018-11-07
2018-11-07,2006-10-01,1394,2018-11-07
2018-11-07,2006-11-01,1277,2018-11-07
2018-11-07,2006-12-01,1181,2018-11-07
2018-11-07,2007-01-01,1123,2018-11-07
2018-11-07,2007-02-01,1176,2018-11-07
2018-11-07,2007-03-01,1277,2018-11-07
2018-11-07,2007-04-01,1339,2018-11-07
2018-11-07,2007-05-01,1416,2018-11-07
2018-11-07,2007-06-01,1424,2018-11-07
2018-11-07,2007-07-01,1317,2018-11-07
2018-11-07,2007-08-01,1447,2018-11-07
2018-11-07,2007-09-01,1462,2018-11-07
2018-11-07,2007-10-01,1464,2018-11-07
2018-11-07,2007-11-01,1260,2018-11-07
2018-11-07,2007-12-01,1094,2018-11-07
2018-11-07,2008-01-01,995,2018-11-07
2018-11-07,2008-02-01,1217,2018-11-07
2018-11-07,2008-03-01,1270,2018-11-07
2018-11-07,2008-04-01,1304,2018-11-07
2018-11-07,2008-05-01,1439,2018-11-07
2018-11-07,2008-06-01,1528,2018-11-07
2018-11-07,2008-07-01,1560,2018-11-07
2018-11-07,2008-08-01,1538,2018-11-07
2018-11-07,2008-09-01,1514,2018-11-07
2018-11-07,2008-10-01,1563,2018-11-07
2018-11-07,2008-11-01,1486,2018-11-07
2018-11-07,2008-12-01,1339,2018-11-07
2018-11-07,2009-01-01,1121,2018-11-07
2018-11-07,2009-02-01,1189,2018-11-07
2018-11-07,2009-03-01,1271,2018-11-07
2018-11-07,2009-04-01,1340,2018-11-07
2018-11-07,2009-05-01,1297,2018-11-07
2018-11-07,2009-06-01,1369,2018-11-07
2018-11-07,2009-07-01,1340,2018-11-07
2018-11-07,2009-08-01,1343,2018-11-07
2018-11-07,2009-09-01,1327,2018-11-07
2018-11-07,2009-10-01,1334,2018-11-07
2018-11-07,2009-11-01,1325,2018-11-07
2018-11-07,2009-12-01,1214,2018-11-07
2018-11-07,2010-01-01,923,2018-11-07
2018-11-07,2010-02-01,972,2018-11-07
2018-11-07,2010-03-01,1167,2018-11-07
2018-11-07,2010-04-01,1233,2018-11-07
2018-11-07,2010-05-01,1356,2018-11-07
2018-11-07,2010-06-01,1432,2018-11-07
2018-11-07,2010-07-01,1398,2018-11-07
2018-11-07,2010-08-01,1479,2018-11-07
2018-11-07,2010-09-01,1436,2018-11-07
2018-11-07,2010-10-01,1442,2018-11-07
2018-11-07,2010-11-01,1336,2018-11-07
2018-11-07,2010-12-01,1149,2018-11-07
2018-11-07,2011-01-01,1061,2018-11-07
2018-11-07,2011-02-01,1040,2018-11-07
2018-11-07,2011-03-01,1084,2018-11-07
2018-11-07,2011-04-01,1147,2018-11-07
2018-11-07,2011-05-01,1125,2018-11-07
2018-11-07,2011-06-01,1220,2018-11-07
2018-11-07,2011-07-01,1276,2018-11-07
2018-11-07,2011-08-01,1338,2018-11-07
2018-11-07,2011-09-01,1280,2018-11-07
2018-11-07,2011-10-01,1374,2018-11-07
2018-11-07,2011-11-01,1216,2018-11-07
2018-11-07,2011-12-01,1003,2018-11-07
2018-11-07,2012-01-01,1007,2018-11-07
2018-11-07,2012-02-01,986,2018-11-07
2018-11-07,2012-03-01,1027,2018-11-07
2018-11-07,2012-04-01,1111,2018-11-07
2018-11-07,2012-05-01,1146,2018-11-07
2018-11-07,2012-06-01,1153,2018-11-07
2018-11-07,2012-07-01,1121,2018-11-07
2018-11-07,2012-08-01,1178,2018-11-07
2018-11-07,2012-09-01,1161,2018-11-07
2018-11-07,2012-10-01,1185,2018-11-07
2018-11-07,2012-11-01,1109,2018-11-07
2018-11-07,2012-12-01,1035,2018-11-07
2018-11-07,2013-01-01,1008,2018-11-07
2018-11-07,2013-02-01,1012,2018-11-07
2018-11-07,2013-03-01,1047,2018-11-07
2018-11-07,2013-04-01,1124,2018-11-07
2018-11-07,2013-05-01,1203,2018-11-07
2018-11-07,2013-06-01,1183,2018-11-07
2018-11-07,2013-07-01,1201,2018-11-07
2018-11-07,2013-08-01,1216,2018-11-07
2018-11-07,2013-09-01,1212,2018-11-07
2018-11-07,2013-10-01,1271,2018-11-07
2018-11-07,2013-11-01,1171,2018-11-07
2018-11-07,2013-12-01,949,2018-11-07
2018-11-07,2014-01-01,871,2018-11-07
2018-11-07,2014-02-01,824,2018-11-07
2018-11-07,2014-03-01,963,2018-11-07
2018-11-07,2014-04-01,1082,2018-11-07
2018-11-07,2014-05-01,1219,2018-11-07
2018-11-07,2014-06-01,1186,2018-11-07
2018-11-07,2014-07-01,1225,2018-11-07
2018-11-07,2014-08-01,1236,2018-11-07
2018-11-07,2014-09-01,1249,2018-11-07
2018-11-07,2014-10-01,1278,2018-11-07
2018-11-07,2014-11-01,1190,2018-11-07
2018-11-07,2014-12-01,1057,2018-11-07
2018-11-07,2015-01-01,977,2018-11-07
2018-11-07,2015-02-01,843,2018-11-07
2018-11-07,2015-03-01,973,2018-11-07
2018-11-07,2015-04-01,1051,2018-11-07
2018-11-07,2015-05-01,1118,2018-11-07
2018-11-07,2015-06-01,1287,2018-11-07
2018-11-07,2015-07-01,1216,2018-11-07
2018-11-07,2015-08-01,1207,2018-11-07
2018-11-07,2015-09-01,1213,2018-11-07
2018-11-07,2015-10-01,1241,2018-11-07
2018-11-07,2015-11-01,1092,2018-11-07
2018-11-07,2015-12-01,931,2018-11-07
2018-11-07,2016-01-01,936,2018-11-07
2018-11-07,2016-02-01,939,2018-11-07
2018-11-07,2016-03-01,999,2018-11-07
2018-11-07,2016-04-01,1050,2018-11-07
2018-11-07,2016-05-01,1132,2018-11-07
2018-11-07,2016-06-01,1243,2018-11-07
2018-11-07,2016-07-01,1145,2018-11-07
2018-11-07,2016-08-01,1124,2018-11-07
2018-11-07,2016-09-01,1186,2018-11-07
2018-11-07,2016-10-01,1137,2018-11-07
2018-11-07,2016-11-01,1164,2018-11-07
2018-11-07,2016-12-01,989,2018-11-07
2018-11-07,2017-01-01,838,2018-11-07
2018-11-07,2017-02-01,832,2018-11-07
2018-11-07,2017-03-01,949,2018-11-07
2018-11-07,2017-04-01,1038,2018-11-07
2018-11-07,2017-05-01,1075,2018-11-07
2018-11-07,2017-06-01,1081,2018-11-07
2018-11-07,2017-07-01,1001,2018-11-07
2018-11-07,2017-08-01,1029,2018-11-07
2018-11-07,2017-09-01,1013,2018-11-07
2018-11-07,2017-10-01,1046,2018-11-07
2018-11-07,2017-11-01,967,2018-11-07
2018-11-07,2017-12-01,936,2018-11-07
2018-11-07,2018-01-01,874,2018-11-07
2018-11-07,2018-02-01,932,2018-11-07
2018-11-07,2018-03-01,978,2018-11-07
2018-11-07,2018-04-01,1068,2018-11-07
2018-11-07,2018-05-01,1248,2018-11-07
2018-11-07,2018-06-01,1394,2018-11-07
2018-11-07,2018-07-01,1301,2018-11-07
2018-11-07,2018-08-01,1336,2018-11-07
2018-11-07,2018-09-01,1329,2018-11-07
