realtime_start,date,value,realtime_end
2018-11-07,2009-07-01,23566,2018-11-07
2018-11-07,2009-08-01,24758,2018-11-07
2018-11-07,2009-09-01,23767,2018-11-07
2018-11-07,2009-10-01,24403,2018-11-07
2018-11-07,2009-11-01,20906,2018-11-07
2018-11-07,2009-12-01,18789,2018-11-07
2018-11-07,2010-01-01,17035,2018-11-07
2018-11-07,2010-02-01,16838,2018-11-07
2018-11-07,2010-03-01,19292,2018-11-07
2018-11-07,2010-04-01,21668,2018-11-07
2018-11-07,2010-05-01,22229,2018-11-07
2018-11-07,2010-06-01,23795,2018-11-07
2018-11-07,2010-07-01,23811,2018-11-07
2018-11-07,2010-08-01,24009,2018-11-07
2018-11-07,2010-09-01,22845,2018-11-07
2018-11-07,2010-10-01,23263,2018-11-07
2018-11-07,2010-11-01,19798,2018-11-07
2018-11-07,2010-12-01,17747,2018-11-07
2018-11-07,2011-01-01,16277,2018-11-07
2018-11-07,2011-02-01,16026,2018-11-07
2018-11-07,2011-03-01,18562,2018-11-07
2018-11-07,2011-04-01,20897,2018-11-07
2018-11-07,2011-05-01,21733,2018-11-07
2018-11-07,2011-06-01,23495,2018-11-07
2018-11-07,2011-07-01,23941,2018-11-07
2018-11-07,2011-08-01,24979,2018-11-07
2018-11-07,2011-09-01,23822,2018-11-07
2018-11-07,2011-10-01,24223,2018-11-07
2018-11-07,2011-11-01,20369,2018-11-07
2018-11-07,2011-12-01,18322,2018-11-07
2018-11-07,2012-01-01,16898,2018-11-07
2018-11-07,2012-02-01,16703,2018-11-07
2018-11-07,2012-03-01,19303,2018-11-07
2018-11-07,2012-04-01,21737,2018-11-07
2018-11-07,2012-05-01,23122,2018-11-07
2018-11-07,2012-06-01,25077,2018-11-07
2018-11-07,2012-07-01,25812,2018-11-07
2018-11-07,2012-08-01,26935,2018-11-07
2018-11-07,2012-09-01,26501,2018-11-07
2018-11-07,2012-10-01,27771,2018-11-07
2018-11-07,2012-11-01,24338,2018-11-07
2018-11-07,2012-12-01,21860,2018-11-07
2018-11-07,2013-01-01,20401,2018-11-07
2018-11-07,2013-02-01,20279,2018-11-07
2018-11-07,2013-03-01,23883,2018-11-07
2018-11-07,2013-04-01,26333,2018-11-07
2018-11-07,2013-05-01,27976,2018-11-07
2018-11-07,2013-06-01,29795,2018-11-07
2018-11-07,2013-07-01,30732,2018-11-07
2018-11-07,2013-08-01,31565,2018-11-07
2018-11-07,2013-09-01,31120,2018-11-07
2018-11-07,2013-10-01,32103,2018-11-07
2018-11-07,2013-11-01,28767,2018-11-07
2018-11-07,2013-12-01,26264,2018-11-07
2018-11-07,2014-01-01,24487,2018-11-07
2018-11-07,2014-02-01,23867,2018-11-07
2018-11-07,2014-03-01,28360,2018-11-07
2018-11-07,2014-04-01,31002,2018-11-07
2018-11-07,2014-05-01,32678,2018-11-07
2018-11-07,2014-06-01,34143,2018-11-07
2018-11-07,2014-07-01,34539,2018-11-07
2018-11-07,2014-08-01,34510,2018-11-07
2018-11-07,2014-09-01,34604,2018-11-07
2018-11-07,2014-10-01,35218,2018-11-07
2018-11-07,2014-11-01,32033,2018-11-07
2018-11-07,2014-12-01,29418,2018-11-07
2018-11-07,2015-01-01,27167,2018-11-07
2018-11-07,2015-02-01,27329,2018-11-07
2018-11-07,2015-03-01,32097,2018-11-07
2018-11-07,2015-04-01,34446,2018-11-07
2018-11-07,2015-05-01,36721,2018-11-07
2018-11-07,2015-06-01,39765,2018-11-07
2018-11-07,2015-07-01,40808,2018-11-07
2018-11-07,2015-08-01,40293,2018-11-07
2018-11-07,2015-09-01,40158,2018-11-07
2018-11-07,2015-10-01,40327,2018-11-07
2018-11-07,2015-11-01,36672,2018-11-07
2018-11-07,2015-12-01,32979,2018-11-07
2018-11-07,2016-01-01,30557,2018-11-07
2018-11-07,2016-02-01,31270,2018-11-07
2018-11-07,2016-03-01,37043,2018-11-07
2018-11-07,2016-04-01,38711,2018-11-07
2018-11-07,2016-05-01,40398,2018-11-07
2018-11-07,2016-06-01,43001,2018-11-07
2018-11-07,2016-07-01,43669,2018-11-07
2018-11-07,2016-08-01,43840,2018-11-07
2018-11-07,2016-09-01,42841,2018-11-07
2018-11-07,2016-10-01,44116,2018-11-07
2018-11-07,2016-11-01,41412,2018-11-07
2018-11-07,2016-12-01,37077,2018-11-07
2018-11-07,2017-01-01,34249,2018-11-07
2018-11-07,2017-02-01,34969,2018-11-07
2018-11-07,2017-03-01,41425,2018-11-07
2018-11-07,2017-04-01,44201,2018-11-07
2018-11-07,2017-05-01,45847,2018-11-07
2018-11-07,2017-06-01,48646,2018-11-07
2018-11-07,2017-07-01,49803,2018-11-07
2018-11-07,2017-08-01,49729,2018-11-07
2018-11-07,2017-09-01,48131,2018-11-07
2018-11-07,2017-10-01,48538,2018-11-07
2018-11-07,2017-11-01,45460,2018-11-07
2018-11-07,2017-12-01,40658,2018-11-07
2018-11-07,2018-01-01,36978,2018-11-07
2018-11-07,2018-02-01,38576,2018-11-07
2018-11-07,2018-03-01,43066,2018-11-07
2018-11-07,2018-04-01,47742,2018-11-07
2018-11-07,2018-05-01,50032,2018-11-07
2018-11-07,2018-06-01,50873,2018-11-07
2018-11-07,2018-07-01,52728,2018-11-07
2018-11-07,2018-08-01,51942,2018-11-07
2018-11-07,2018-09-01,49990,2018-11-07
