realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,25972,2018-11-07
2018-11-07,2002-02-01,25721,2018-11-07
2018-11-07,2002-03-01,29826,2018-11-07
2018-11-07,2002-04-01,33008,2018-11-07
2018-11-07,2002-05-01,35059,2018-11-07
2018-11-07,2002-06-01,37908,2018-11-07
2018-11-07,2002-07-01,38880,2018-11-07
2018-11-07,2002-08-01,38359,2018-11-07
2018-11-07,2002-09-01,36082,2018-11-07
2018-11-07,2002-10-01,36226,2018-11-07
2018-11-07,2002-11-01,34570,2018-11-07
2018-11-07,2002-12-01,30352,2018-11-07
2018-11-07,2003-01-01,28794,2018-11-07
2018-11-07,2003-02-01,28015,2018-11-07
2018-11-07,2003-03-01,32176,2018-11-07
2018-11-07,2003-04-01,34739,2018-11-07
2018-11-07,2003-05-01,37169,2018-11-07
2018-11-07,2003-06-01,40408,2018-11-07
2018-11-07,2003-07-01,43048,2018-11-07
2018-11-07,2003-08-01,43671,2018-11-07
2018-11-07,2003-09-01,41846,2018-11-07
2018-11-07,2003-10-01,42798,2018-11-07
2018-11-07,2003-11-01,41530,2018-11-07
2018-11-07,2003-12-01,37059,2018-11-07
2018-11-07,2004-01-01,34112,2018-11-07
2018-11-07,2004-02-01,33451,2018-11-07
2018-11-07,2004-03-01,39395,2018-11-07
2018-11-07,2004-04-01,42264,2018-11-07
2018-11-07,2004-05-01,45976,2018-11-07
2018-11-07,2004-06-01,49245,2018-11-07
2018-11-07,2004-07-01,52065,2018-11-07
2018-11-07,2004-08-01,53427,2018-11-07
2018-11-07,2004-09-01,49850,2018-11-07
2018-11-07,2004-10-01,49831,2018-11-07
2018-11-07,2004-11-01,46988,2018-11-07
2018-11-07,2004-12-01,41806,2018-11-07
2018-11-07,2005-01-01,39584,2018-11-07
2018-11-07,2005-02-01,39828,2018-11-07
2018-11-07,2005-03-01,45962,2018-11-07
2018-11-07,2005-04-01,49906,2018-11-07
2018-11-07,2005-05-01,52580,2018-11-07
2018-11-07,2005-06-01,56941,2018-11-07
2018-11-07,2005-07-01,60026,2018-11-07
2018-11-07,2005-08-01,61377,2018-11-07
2018-11-07,2005-09-01,58829,2018-11-07
2018-11-07,2005-10-01,59799,2018-11-07
2018-11-07,2005-11-01,55939,2018-11-07
2018-11-07,2005-12-01,49412,2018-11-07
2018-11-07,2006-01-01,46016,2018-11-07
2018-11-07,2006-02-01,45647,2018-11-07
2018-11-07,2006-03-01,52192,2018-11-07
2018-11-07,2006-04-01,54544,2018-11-07
2018-11-07,2006-05-01,55564,2018-11-07
2018-11-07,2006-06-01,56924,2018-11-07
2018-11-07,2006-07-01,57289,2018-11-07
2018-11-07,2006-08-01,56489,2018-11-07
2018-11-07,2006-09-01,52193,2018-11-07
2018-11-07,2006-10-01,51075,2018-11-07
2018-11-07,2006-11-01,45842,2018-11-07
2018-11-07,2006-12-01,40100,2018-11-07
2018-11-07,2007-01-01,36794,2018-11-07
2018-11-07,2007-02-01,35889,2018-11-07
2018-11-07,2007-03-01,41096,2018-11-07
2018-11-07,2007-04-01,44144,2018-11-07
2018-11-07,2007-05-01,45233,2018-11-07
2018-11-07,2007-06-01,47152,2018-11-07
2018-11-07,2007-07-01,47952,2018-11-07
2018-11-07,2007-08-01,47101,2018-11-07
2018-11-07,2007-09-01,42668,2018-11-07
2018-11-07,2007-10-01,41444,2018-11-07
2018-11-07,2007-11-01,35974,2018-11-07
2018-11-07,2007-12-01,30621,2018-11-07
2018-11-07,2008-01-01,27607,2018-11-07
2018-11-07,2008-02-01,26736,2018-11-07
2018-11-07,2008-03-01,30033,2018-11-07
2018-11-07,2008-04-01,32313,2018-11-07
2018-11-07,2008-05-01,33213,2018-11-07
2018-11-07,2008-06-01,34818,2018-11-07
2018-11-07,2008-07-01,35452,2018-11-07
2018-11-07,2008-08-01,35076,2018-11-07
2018-11-07,2008-09-01,31938,2018-11-07
2018-11-07,2008-10-01,31486,2018-11-07
2018-11-07,2008-11-01,26080,2018-11-07
2018-11-07,2008-12-01,21909,2018-11-07
2018-11-07,2009-01-01,19056,2018-11-07
2018-11-07,2009-02-01,17915,2018-11-07
2018-11-07,2009-03-01,19317,2018-11-07
2018-11-07,2009-04-01,20502,2018-11-07
2018-11-07,2009-05-01,20416,2018-11-07
2018-11-07,2009-06-01,22148,2018-11-07
