realtime_start,date,value,realtime_end
2018-11-07,2011-07-01,45060,2018-11-07
2018-11-07,2011-08-01,46199,2018-11-07
2018-11-07,2011-09-01,43584,2018-11-07
2018-11-07,2011-10-01,42667,2018-11-07
2018-11-07,2011-11-01,43879,2018-11-07
2018-11-07,2011-12-01,44676,2018-11-07
2018-11-07,2012-01-01,45217,2018-11-07
2018-11-07,2012-02-01,44595,2018-11-07
2018-11-07,2012-03-01,46210,2018-11-07
2018-11-07,2012-04-01,47021,2018-11-07
2018-11-07,2012-05-01,47047,2018-11-07
2018-11-07,2012-06-01,47758,2018-11-07
2018-11-07,2012-07-01,47878,2018-11-07
2018-11-07,2012-08-01,47821,2018-11-07
2018-11-07,2012-09-01,48400,2018-11-07
2018-11-07,2012-10-01,48913,2018-11-07
2018-11-07,2012-11-01,47905,2018-11-07
2018-11-07,2012-12-01,47095,2018-11-07
2018-11-07,2013-01-01,49808,2018-11-07
2018-11-07,2013-02-01,52213,2018-11-07
2018-11-07,2013-03-01,50882,2018-11-07
2018-11-07,2013-04-01,50766,2018-11-07
2018-11-07,2013-05-01,51674,2018-11-07
2018-11-07,2013-06-01,51580,2018-11-07
2018-11-07,2013-07-01,53470,2018-11-07
2018-11-07,2013-08-01,52900,2018-11-07
2018-11-07,2013-09-01,54153,2018-11-07
2018-11-07,2013-10-01,55689,2018-11-07
2018-11-07,2013-11-01,58047,2018-11-07
2018-11-07,2013-12-01,57693,2018-11-07
2018-11-07,2014-01-01,54603,2018-11-07
2018-11-07,2014-02-01,57024,2018-11-07
2018-11-07,2014-03-01,58029,2018-11-07
2018-11-07,2014-04-01,58489,2018-11-07
2018-11-07,2014-05-01,60224,2018-11-07
2018-11-07,2014-06-01,61446,2018-11-07
2018-11-07,2014-07-01,62917,2018-11-07
2018-11-07,2014-08-01,64951,2018-11-07
2018-11-07,2014-09-01,68018,2018-11-07
2018-11-07,2014-10-01,69213,2018-11-07
2018-11-07,2014-11-01,68625,2018-11-07
2018-11-07,2014-12-01,67798,2018-11-07
2018-11-07,2015-01-01,64801,2018-11-07
2018-11-07,2015-02-01,61851,2018-11-07
2018-11-07,2015-03-01,63914,2018-11-07
2018-11-07,2015-04-01,65715,2018-11-07
2018-11-07,2015-05-01,66860,2018-11-07
2018-11-07,2015-06-01,64239,2018-11-07
2018-11-07,2015-07-01,65152,2018-11-07
2018-11-07,2015-08-01,66878,2018-11-07
2018-11-07,2015-09-01,67130,2018-11-07
2018-11-07,2015-10-01,67999,2018-11-07
2018-11-07,2015-11-01,66593,2018-11-07
2018-11-07,2015-12-01,68542,2018-11-07
2018-11-07,2016-01-01,73429,2018-11-07
2018-11-07,2016-02-01,74271,2018-11-07
2018-11-07,2016-03-01,75134,2018-11-07
2018-11-07,2016-04-01,75823,2018-11-07
2018-11-07,2016-05-01,77429,2018-11-07
2018-11-07,2016-06-01,76424,2018-11-07
2018-11-07,2016-07-01,77768,2018-11-07
2018-11-07,2016-08-01,79739,2018-11-07
2018-11-07,2016-09-01,79678,2018-11-07
2018-11-07,2016-10-01,79814,2018-11-07
2018-11-07,2016-11-01,82065,2018-11-07
2018-11-07,2016-12-01,85175,2018-11-07
2018-11-07,2017-01-01,83807,2018-11-07
2018-11-07,2017-02-01,83109,2018-11-07
2018-11-07,2017-03-01,87134,2018-11-07
2018-11-07,2017-04-01,89211,2018-11-07
2018-11-07,2017-05-01,90673,2018-11-07
2018-11-07,2017-06-01,89979,2018-11-07
2018-11-07,2017-07-01,89261,2018-11-07
2018-11-07,2017-08-01,88130,2018-11-07
2018-11-07,2017-09-01,86935,2018-11-07
2018-11-07,2017-10-01,87330,2018-11-07
2018-11-07,2017-11-01,87815,2018-11-07
2018-11-07,2017-12-01,89061,2018-11-07
2018-11-07,2018-01-01,89309,2018-11-07
2018-11-07,2018-02-01,93057,2018-11-07
2018-11-07,2018-03-01,92667,2018-11-07
2018-11-07,2018-04-01,91691,2018-11-07
2018-11-07,2018-05-01,93120,2018-11-07
2018-11-07,2018-06-01,92985,2018-11-07
2018-11-07,2018-07-01,91317,2018-11-07
2018-11-07,2018-08-01,93074,2018-11-07
2018-11-07,2018-09-01,91665,2018-11-07
