realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,68254,2018-11-07
2018-11-07,2002-02-01,65840,2018-11-07
2018-11-07,2002-03-01,66722,2018-11-07
2018-11-07,2002-04-01,64879,2018-11-07
2018-11-07,2002-05-01,62741,2018-11-07
2018-11-07,2002-06-01,60982,2018-11-07
2018-11-07,2002-07-01,58971,2018-11-07
2018-11-07,2002-08-01,61223,2018-11-07
2018-11-07,2002-09-01,61997,2018-11-07
2018-11-07,2002-10-01,61772,2018-11-07
2018-11-07,2002-11-01,61071,2018-11-07
2018-11-07,2002-12-01,57919,2018-11-07
2018-11-07,2003-01-01,60390,2018-11-07
2018-11-07,2003-02-01,58704,2018-11-07
2018-11-07,2003-03-01,58825,2018-11-07
2018-11-07,2003-04-01,60140,2018-11-07
2018-11-07,2003-05-01,61317,2018-11-07
2018-11-07,2003-06-01,62655,2018-11-07
2018-11-07,2003-07-01,63748,2018-11-07
2018-11-07,2003-08-01,64379,2018-11-07
2018-11-07,2003-09-01,62743,2018-11-07
2018-11-07,2003-10-01,62855,2018-11-07
2018-11-07,2003-11-01,60489,2018-11-07
2018-11-07,2003-12-01,61706,2018-11-07
2018-11-07,2004-01-01,62646,2018-11-07
2018-11-07,2004-02-01,62819,2018-11-07
2018-11-07,2004-03-01,63805,2018-11-07
2018-11-07,2004-04-01,66005,2018-11-07
2018-11-07,2004-05-01,67347,2018-11-07
2018-11-07,2004-06-01,69328,2018-11-07
2018-11-07,2004-07-01,71513,2018-11-07
2018-11-07,2004-08-01,68187,2018-11-07
2018-11-07,2004-09-01,69718,2018-11-07
2018-11-07,2004-10-01,67660,2018-11-07
2018-11-07,2004-11-01,67763,2018-11-07
2018-11-07,2004-12-01,66838,2018-11-07
2018-11-07,2005-01-01,66498,2018-11-07
2018-11-07,2005-02-01,67732,2018-11-07
2018-11-07,2005-03-01,68091,2018-11-07
2018-11-07,2005-04-01,69048,2018-11-07
2018-11-07,2005-05-01,70503,2018-11-07
2018-11-07,2005-06-01,68269,2018-11-07
2018-11-07,2005-07-01,69164,2018-11-07
2018-11-07,2005-08-01,70466,2018-11-07
2018-11-07,2005-09-01,70744,2018-11-07
2018-11-07,2005-10-01,73080,2018-11-07
2018-11-07,2005-11-01,73931,2018-11-07
2018-11-07,2005-12-01,75447,2018-11-07
2018-11-07,2006-01-01,76900,2018-11-07
2018-11-07,2006-02-01,74345,2018-11-07
2018-11-07,2006-03-01,74922,2018-11-07
2018-11-07,2006-04-01,73856,2018-11-07
2018-11-07,2006-05-01,75490,2018-11-07
2018-11-07,2006-06-01,75894,2018-11-07
2018-11-07,2006-07-01,76221,2018-11-07
2018-11-07,2006-08-01,76781,2018-11-07
2018-11-07,2006-09-01,77977,2018-11-07
2018-11-07,2006-10-01,76633,2018-11-07
2018-11-07,2006-11-01,79571,2018-11-07
2018-11-07,2006-12-01,81486,2018-11-07
2018-11-07,2007-01-01,81996,2018-11-07
2018-11-07,2007-02-01,84275,2018-11-07
2018-11-07,2007-03-01,84793,2018-11-07
2018-11-07,2007-04-01,87248,2018-11-07
2018-11-07,2007-05-01,91396,2018-11-07
2018-11-07,2007-06-01,91994,2018-11-07
2018-11-07,2007-07-01,90645,2018-11-07
2018-11-07,2007-08-01,92583,2018-11-07
2018-11-07,2007-09-01,92530,2018-11-07
2018-11-07,2007-10-01,92441,2018-11-07
2018-11-07,2007-11-01,92246,2018-11-07
2018-11-07,2007-12-01,89432,2018-11-07
2018-11-07,2008-01-01,93425,2018-11-07
2018-11-07,2008-02-01,93845,2018-11-07
2018-11-07,2008-03-01,89516,2018-11-07
2018-11-07,2008-04-01,91753,2018-11-07
2018-11-07,2008-05-01,91107,2018-11-07
2018-11-07,2008-06-01,89302,2018-11-07
2018-11-07,2008-07-01,89129,2018-11-07
2018-11-07,2008-08-01,85226,2018-11-07
2018-11-07,2008-09-01,82703,2018-11-07
2018-11-07,2008-10-01,80491,2018-11-07
2018-11-07,2008-11-01,77345,2018-11-07
2018-11-07,2008-12-01,72896,2018-11-07
2018-11-07,2009-01-01,68643,2018-11-07
2018-11-07,2009-02-01,67281,2018-11-07
2018-11-07,2009-03-01,64736,2018-11-07
2018-11-07,2009-04-01,61813,2018-11-07
2018-11-07,2009-05-01,58363,2018-11-07
2018-11-07,2009-06-01,54204,2018-11-07
2018-11-07,2009-07-01,52280,2018-11-07
2018-11-07,2009-08-01,49238,2018-11-07
2018-11-07,2009-09-01,49091,2018-11-07
2018-11-07,2009-10-01,45461,2018-11-07
2018-11-07,2009-11-01,45375,2018-11-07
2018-11-07,2009-12-01,45397,2018-11-07
2018-11-07,2010-01-01,43348,2018-11-07
2018-11-07,2010-02-01,42215,2018-11-07
2018-11-07,2010-03-01,41571,2018-11-07
2018-11-07,2010-04-01,40811,2018-11-07
2018-11-07,2010-05-01,39789,2018-11-07
2018-11-07,2010-06-01,40734,2018-11-07
2018-11-07,2010-07-01,38123,2018-11-07
2018-11-07,2010-08-01,39929,2018-11-07
2018-11-07,2010-09-01,39213,2018-11-07
2018-11-07,2010-10-01,39224,2018-11-07
2018-11-07,2010-11-01,38568,2018-11-07
2018-11-07,2010-12-01,37899,2018-11-07
2018-11-07,2011-01-01,37827,2018-11-07
2018-11-07,2011-02-01,38581,2018-11-07
2018-11-07,2011-03-01,39563,2018-11-07
2018-11-07,2011-04-01,41678,2018-11-07
2018-11-07,2011-05-01,43309,2018-11-07
2018-11-07,2011-06-01,44957,2018-11-07
