realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,475704,2018-11-07
2018-11-07,2002-02-01,470946,2018-11-07
2018-11-07,2002-03-01,453504,2018-11-07
2018-11-07,2002-04-01,453776,2018-11-07
2018-11-07,2002-05-01,451789,2018-11-07
2018-11-07,2002-06-01,439777,2018-11-07
2018-11-07,2002-07-01,437034,2018-11-07
2018-11-07,2002-08-01,434698,2018-11-07
2018-11-07,2002-09-01,432040,2018-11-07
2018-11-07,2002-10-01,437702,2018-11-07
2018-11-07,2002-11-01,437914,2018-11-07
2018-11-07,2002-12-01,439165,2018-11-07
2018-11-07,2003-01-01,440816,2018-11-07
2018-11-07,2003-02-01,436519,2018-11-07
2018-11-07,2003-03-01,432969,2018-11-07
2018-11-07,2003-04-01,433996,2018-11-07
2018-11-07,2003-05-01,440570,2018-11-07
2018-11-07,2003-06-01,444683,2018-11-07
2018-11-07,2003-07-01,437224,2018-11-07
2018-11-07,2003-08-01,443163,2018-11-07
2018-11-07,2003-09-01,447628,2018-11-07
2018-11-07,2003-10-01,450477,2018-11-07
2018-11-07,2003-11-01,435494,2018-11-07
2018-11-07,2003-12-01,439815,2018-11-07
2018-11-07,2004-01-01,434867,2018-11-07
2018-11-07,2004-02-01,432730,2018-11-07
2018-11-07,2004-03-01,449328,2018-11-07
2018-11-07,2004-04-01,449690,2018-11-07
2018-11-07,2004-05-01,446200,2018-11-07
2018-11-07,2004-06-01,449728,2018-11-07
2018-11-07,2004-07-01,457154,2018-11-07
2018-11-07,2004-08-01,456204,2018-11-07
2018-11-07,2004-09-01,459706,2018-11-07
2018-11-07,2004-10-01,459293,2018-11-07
2018-11-07,2004-11-01,467050,2018-11-07
2018-11-07,2004-12-01,465609,2018-11-07
2018-11-07,2005-01-01,464914,2018-11-07
2018-11-07,2005-02-01,472845,2018-11-07
2018-11-07,2005-03-01,474543,2018-11-07
2018-11-07,2005-04-01,477037,2018-11-07
2018-11-07,2005-05-01,484170,2018-11-07
2018-11-07,2005-06-01,483170,2018-11-07
2018-11-07,2005-07-01,484528,2018-11-07
2018-11-07,2005-08-01,489660,2018-11-07
2018-11-07,2005-09-01,495687,2018-11-07
2018-11-07,2005-10-01,496421,2018-11-07
2018-11-07,2005-11-01,501333,2018-11-07
2018-11-07,2005-12-01,508540,2018-11-07
2018-11-07,2006-01-01,514379,2018-11-07
2018-11-07,2006-02-01,521157,2018-11-07
2018-11-07,2006-03-01,530712,2018-11-07
2018-11-07,2006-04-01,536398,2018-11-07
2018-11-07,2006-05-01,540532,2018-11-07
2018-11-07,2006-06-01,550909,2018-11-07
2018-11-07,2006-07-01,553906,2018-11-07
2018-11-07,2006-08-01,555719,2018-11-07
2018-11-07,2006-09-01,556000,2018-11-07
2018-11-07,2006-10-01,555162,2018-11-07
2018-11-07,2006-11-01,566451,2018-11-07
2018-11-07,2006-12-01,583666,2018-11-07
2018-11-07,2007-01-01,593821,2018-11-07
2018-11-07,2007-02-01,600773,2018-11-07
2018-11-07,2007-03-01,611969,2018-11-07
2018-11-07,2007-04-01,619841,2018-11-07
2018-11-07,2007-05-01,640082,2018-11-07
2018-11-07,2007-06-01,649987,2018-11-07
2018-11-07,2007-07-01,651962,2018-11-07
2018-11-07,2007-08-01,670260,2018-11-07
2018-11-07,2007-09-01,685585,2018-11-07
2018-11-07,2007-10-01,697446,2018-11-07
2018-11-07,2007-11-01,693764,2018-11-07
2018-11-07,2007-12-01,691443,2018-11-07
2018-11-07,2008-01-01,701465,2018-11-07
2018-11-07,2008-02-01,703545,2018-11-07
2018-11-07,2008-03-01,705622,2018-11-07
2018-11-07,2008-04-01,708748,2018-11-07
2018-11-07,2008-05-01,712307,2018-11-07
2018-11-07,2008-06-01,708203,2018-11-07
2018-11-07,2008-07-01,714369,2018-11-07
2018-11-07,2008-08-01,709631,2018-11-07
2018-11-07,2008-09-01,711378,2018-11-07
2018-11-07,2008-10-01,719495,2018-11-07
2018-11-07,2008-11-01,714390,2018-11-07
2018-11-07,2008-12-01,698121,2018-11-07
2018-11-07,2009-01-01,683052,2018-11-07
2018-11-07,2009-02-01,695544,2018-11-07
2018-11-07,2009-03-01,701425,2018-11-07
2018-11-07,2009-04-01,681444,2018-11-07
2018-11-07,2009-05-01,676002,2018-11-07
2018-11-07,2009-06-01,667626,2018-11-07
2018-11-07,2009-07-01,658954,2018-11-07
2018-11-07,2009-08-01,640671,2018-11-07
2018-11-07,2009-09-01,624874,2018-11-07
2018-11-07,2009-10-01,608151,2018-11-07
2018-11-07,2009-11-01,593816,2018-11-07
2018-11-07,2009-12-01,578227,2018-11-07
2018-11-07,2010-01-01,554834,2018-11-07
2018-11-07,2010-02-01,548827,2018-11-07
2018-11-07,2010-03-01,555633,2018-11-07
2018-11-07,2010-04-01,563877,2018-11-07
2018-11-07,2010-05-01,563233,2018-11-07
2018-11-07,2010-06-01,565331,2018-11-07
2018-11-07,2010-07-01,545989,2018-11-07
2018-11-07,2010-08-01,552814,2018-11-07
2018-11-07,2010-09-01,558141,2018-11-07
2018-11-07,2010-10-01,553797,2018-11-07
2018-11-07,2010-11-01,552523,2018-11-07
2018-11-07,2010-12-01,540998,2018-11-07
2018-11-07,2011-01-01,508984,2018-11-07
2018-11-07,2011-02-01,508001,2018-11-07
2018-11-07,2011-03-01,518500,2018-11-07
2018-11-07,2011-04-01,514712,2018-11-07
2018-11-07,2011-05-01,520917,2018-11-07
2018-11-07,2011-06-01,539371,2018-11-07
2018-11-07,2011-07-01,534043,2018-11-07
2018-11-07,2011-08-01,551980,2018-11-07
2018-11-07,2011-09-01,555686,2018-11-07
2018-11-07,2011-10-01,547305,2018-11-07
2018-11-07,2011-11-01,558605,2018-11-07
2018-11-07,2011-12-01,566014,2018-11-07
2018-11-07,2012-01-01,571879,2018-11-07
2018-11-07,2012-02-01,570411,2018-11-07
2018-11-07,2012-03-01,571071,2018-11-07
2018-11-07,2012-04-01,575876,2018-11-07
2018-11-07,2012-05-01,582587,2018-11-07
2018-11-07,2012-06-01,583199,2018-11-07
2018-11-07,2012-07-01,579557,2018-11-07
2018-11-07,2012-08-01,577103,2018-11-07
2018-11-07,2012-09-01,574037,2018-11-07
2018-11-07,2012-10-01,575396,2018-11-07
2018-11-07,2012-11-01,570521,2018-11-07
2018-11-07,2012-12-01,565398,2018-11-07
2018-11-07,2013-01-01,549287,2018-11-07
2018-11-07,2013-02-01,553489,2018-11-07
2018-11-07,2013-03-01,542850,2018-11-07
2018-11-07,2013-04-01,555665,2018-11-07
2018-11-07,2013-05-01,560463,2018-11-07
2018-11-07,2013-06-01,567914,2018-11-07
2018-11-07,2013-07-01,584505,2018-11-07
2018-11-07,2013-08-01,587312,2018-11-07
2018-11-07,2013-09-01,591768,2018-11-07
2018-11-07,2013-10-01,599265,2018-11-07
2018-11-07,2013-11-01,603007,2018-11-07
2018-11-07,2013-12-01,607229,2018-11-07
2018-11-07,2014-01-01,608495,2018-11-07
2018-11-07,2014-02-01,612950,2018-11-07
2018-11-07,2014-03-01,613703,2018-11-07
2018-11-07,2014-04-01,625819,2018-11-07
2018-11-07,2014-05-01,625988,2018-11-07
2018-11-07,2014-06-01,630208,2018-11-07
2018-11-07,2014-07-01,638492,2018-11-07
2018-11-07,2014-08-01,636894,2018-11-07
2018-11-07,2014-09-01,633472,2018-11-07
2018-11-07,2014-10-01,652664,2018-11-07
2018-11-07,2014-11-01,644346,2018-11-07
2018-11-07,2014-12-01,645306,2018-11-07
2018-11-07,2015-01-01,640270,2018-11-07
2018-11-07,2015-02-01,648528,2018-11-07
2018-11-07,2015-03-01,664514,2018-11-07
2018-11-07,2015-04-01,687510,2018-11-07
2018-11-07,2015-05-01,701210,2018-11-07
2018-11-07,2015-06-01,714632,2018-11-07
2018-11-07,2015-07-01,702548,2018-11-07
2018-11-07,2015-08-01,709930,2018-11-07
2018-11-07,2015-09-01,698979,2018-11-07
2018-11-07,2015-10-01,683845,2018-11-07
2018-11-07,2015-11-01,677378,2018-11-07
2018-11-07,2015-12-01,677133,2018-11-07
2018-11-07,2016-01-01,694351,2018-11-07
2018-11-07,2016-02-01,700314,2018-11-07
2018-11-07,2016-03-01,708884,2018-11-07
2018-11-07,2016-04-01,707911,2018-11-07
2018-11-07,2016-05-01,713357,2018-11-07
2018-11-07,2016-06-01,728270,2018-11-07
2018-11-07,2016-07-01,723820,2018-11-07
2018-11-07,2016-08-01,723108,2018-11-07
2018-11-07,2016-09-01,729750,2018-11-07
2018-11-07,2016-10-01,722028,2018-11-07
2018-11-07,2016-11-01,737041,2018-11-07
2018-11-07,2016-12-01,733088,2018-11-07
2018-11-07,2017-01-01,721300,2018-11-07
2018-11-07,2017-02-01,722714,2018-11-07
2018-11-07,2017-03-01,726149,2018-11-07
2018-11-07,2017-04-01,713837,2018-11-07
2018-11-07,2017-05-01,727016,2018-11-07
2018-11-07,2017-06-01,712494,2018-11-07
2018-11-07,2017-07-01,711462,2018-11-07
2018-11-07,2017-08-01,703470,2018-11-07
2018-11-07,2017-09-01,704417,2018-11-07
2018-11-07,2017-10-01,711595,2018-11-07
2018-11-07,2017-11-01,712225,2018-11-07
2018-11-07,2017-12-01,722020,2018-11-07
2018-11-07,2018-01-01,727831,2018-11-07
2018-11-07,2018-02-01,738601,2018-11-07
2018-11-07,2018-03-01,739907,2018-11-07
2018-11-07,2018-04-01,744704,2018-11-07
2018-11-07,2018-05-01,755535,2018-11-07
2018-11-07,2018-06-01,756654,2018-11-07
