realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,62723,2018-11-07
2018-11-07,2002-02-01,61801,2018-11-07
2018-11-07,2002-03-01,53009,2018-11-07
2018-11-07,2002-04-01,53053,2018-11-07
2018-11-07,2002-05-01,56278,2018-11-07
2018-11-07,2002-06-01,55427,2018-11-07
2018-11-07,2002-07-01,58337,2018-11-07
2018-11-07,2002-08-01,57418,2018-11-07
2018-11-07,2002-09-01,56791,2018-11-07
2018-11-07,2002-10-01,57693,2018-11-07
2018-11-07,2002-11-01,56464,2018-11-07
2018-11-07,2002-12-01,64394,2018-11-07
2018-11-07,2003-01-01,61246,2018-11-07
2018-11-07,2003-02-01,58630,2018-11-07
2018-11-07,2003-03-01,53636,2018-11-07
2018-11-07,2003-04-01,54692,2018-11-07
2018-11-07,2003-05-01,53949,2018-11-07
2018-11-07,2003-06-01,55866,2018-11-07
2018-11-07,2003-07-01,55695,2018-11-07
2018-11-07,2003-08-01,57611,2018-11-07
2018-11-07,2003-09-01,59977,2018-11-07
2018-11-07,2003-10-01,59013,2018-11-07
2018-11-07,2003-11-01,58686,2018-11-07
2018-11-07,2003-12-01,57916,2018-11-07
2018-11-07,2004-01-01,57304,2018-11-07
2018-11-07,2004-02-01,55212,2018-11-07
2018-11-07,2004-03-01,60294,2018-11-07
2018-11-07,2004-04-01,60656,2018-11-07
2018-11-07,2004-05-01,58842,2018-11-07
2018-11-07,2004-06-01,59954,2018-11-07
2018-11-07,2004-07-01,57778,2018-11-07
2018-11-07,2004-08-01,57106,2018-11-07
2018-11-07,2004-09-01,54552,2018-11-07
2018-11-07,2004-10-01,58573,2018-11-07
2018-11-07,2004-11-01,63169,2018-11-07
2018-11-07,2004-12-01,61899,2018-11-07
2018-11-07,2005-01-01,59935,2018-11-07
2018-11-07,2005-02-01,64765,2018-11-07
2018-11-07,2005-03-01,63023,2018-11-07
2018-11-07,2005-04-01,62012,2018-11-07
2018-11-07,2005-05-01,62550,2018-11-07
2018-11-07,2005-06-01,63388,2018-11-07
2018-11-07,2005-07-01,63504,2018-11-07
2018-11-07,2005-08-01,64349,2018-11-07
2018-11-07,2005-09-01,66022,2018-11-07
2018-11-07,2005-10-01,65687,2018-11-07
2018-11-07,2005-11-01,65950,2018-11-07
2018-11-07,2005-12-01,66287,2018-11-07
2018-11-07,2006-01-01,66892,2018-11-07
2018-11-07,2006-02-01,68677,2018-11-07
2018-11-07,2006-03-01,70702,2018-11-07
2018-11-07,2006-04-01,74019,2018-11-07
2018-11-07,2006-05-01,73929,2018-11-07
2018-11-07,2006-06-01,74399,2018-11-07
2018-11-07,2006-07-01,76186,2018-11-07
2018-11-07,2006-08-01,73190,2018-11-07
2018-11-07,2006-09-01,70659,2018-11-07
2018-11-07,2006-10-01,69912,2018-11-07
2018-11-07,2006-11-01,70891,2018-11-07
2018-11-07,2006-12-01,72324,2018-11-07
2018-11-07,2007-01-01,78567,2018-11-07
2018-11-07,2007-02-01,76517,2018-11-07
2018-11-07,2007-03-01,75742,2018-11-07
2018-11-07,2007-04-01,75967,2018-11-07
2018-11-07,2007-05-01,75974,2018-11-07
2018-11-07,2007-06-01,75674,2018-11-07
2018-11-07,2007-07-01,72330,2018-11-07
2018-11-07,2007-08-01,76396,2018-11-07
2018-11-07,2007-09-01,78167,2018-11-07
2018-11-07,2007-10-01,77702,2018-11-07
2018-11-07,2007-11-01,78990,2018-11-07
2018-11-07,2007-12-01,78688,2018-11-07
2018-11-07,2008-01-01,76266,2018-11-07
2018-11-07,2008-02-01,78084,2018-11-07
2018-11-07,2008-03-01,82642,2018-11-07
2018-11-07,2008-04-01,82222,2018-11-07
2018-11-07,2008-05-01,78669,2018-11-07
2018-11-07,2008-06-01,79418,2018-11-07
2018-11-07,2008-07-01,80264,2018-11-07
2018-11-07,2008-08-01,81947,2018-11-07
2018-11-07,2008-09-01,81772,2018-11-07
2018-11-07,2008-10-01,83075,2018-11-07
2018-11-07,2008-11-01,84013,2018-11-07
2018-11-07,2008-12-01,81003,2018-11-07
2018-11-07,2009-01-01,80846,2018-11-07
2018-11-07,2009-02-01,81852,2018-11-07
2018-11-07,2009-03-01,80220,2018-11-07
2018-11-07,2009-04-01,80423,2018-11-07
2018-11-07,2009-05-01,80498,2018-11-07
2018-11-07,2009-06-01,82980,2018-11-07
2018-11-07,2009-07-01,83856,2018-11-07
2018-11-07,2009-08-01,83320,2018-11-07
2018-11-07,2009-09-01,83418,2018-11-07
2018-11-07,2009-10-01,83753,2018-11-07
2018-11-07,2009-11-01,80417,2018-11-07
2018-11-07,2009-12-01,78511,2018-11-07
2018-11-07,2010-01-01,77440,2018-11-07
2018-11-07,2010-02-01,77880,2018-11-07
2018-11-07,2010-03-01,79618,2018-11-07
2018-11-07,2010-04-01,81665,2018-11-07
2018-11-07,2010-05-01,86347,2018-11-07
2018-11-07,2010-06-01,83978,2018-11-07
2018-11-07,2010-07-01,78607,2018-11-07
2018-11-07,2010-08-01,83788,2018-11-07
2018-11-07,2010-09-01,84543,2018-11-07
2018-11-07,2010-10-01,85482,2018-11-07
2018-11-07,2010-11-01,83313,2018-11-07
2018-11-07,2010-12-01,81019,2018-11-07
2018-11-07,2011-01-01,81023,2018-11-07
2018-11-07,2011-02-01,79505,2018-11-07
2018-11-07,2011-03-01,79717,2018-11-07
2018-11-07,2011-04-01,74649,2018-11-07
2018-11-07,2011-05-01,76223,2018-11-07
2018-11-07,2011-06-01,76377,2018-11-07
2018-11-07,2011-07-01,75657,2018-11-07
2018-11-07,2011-08-01,78044,2018-11-07
2018-11-07,2011-09-01,82390,2018-11-07
2018-11-07,2011-10-01,82133,2018-11-07
2018-11-07,2011-11-01,85357,2018-11-07
2018-11-07,2011-12-01,83582,2018-11-07
2018-11-07,2012-01-01,79775,2018-11-07
2018-11-07,2012-02-01,80798,2018-11-07
2018-11-07,2012-03-01,79412,2018-11-07
2018-11-07,2012-04-01,82259,2018-11-07
2018-11-07,2012-05-01,84910,2018-11-07
2018-11-07,2012-06-01,85983,2018-11-07
2018-11-07,2012-07-01,82666,2018-11-07
2018-11-07,2012-08-01,81430,2018-11-07
2018-11-07,2012-09-01,76553,2018-11-07
2018-11-07,2012-10-01,77259,2018-11-07
2018-11-07,2012-11-01,78149,2018-11-07
2018-11-07,2012-12-01,74146,2018-11-07
2018-11-07,2013-01-01,77141,2018-11-07
2018-11-07,2013-02-01,78938,2018-11-07
2018-11-07,2013-03-01,74803,2018-11-07
2018-11-07,2013-04-01,80919,2018-11-07
2018-11-07,2013-05-01,81807,2018-11-07
2018-11-07,2013-06-01,83351,2018-11-07
2018-11-07,2013-07-01,82816,2018-11-07
2018-11-07,2013-08-01,83885,2018-11-07
2018-11-07,2013-09-01,83223,2018-11-07
2018-11-07,2013-10-01,80995,2018-11-07
2018-11-07,2013-11-01,79887,2018-11-07
2018-11-07,2013-12-01,81690,2018-11-07
2018-11-07,2014-01-01,81607,2018-11-07
2018-11-07,2014-02-01,81237,2018-11-07
2018-11-07,2014-03-01,82656,2018-11-07
2018-11-07,2014-04-01,84752,2018-11-07
2018-11-07,2014-05-01,85042,2018-11-07
2018-11-07,2014-06-01,80491,2018-11-07
2018-11-07,2014-07-01,84407,2018-11-07
2018-11-07,2014-08-01,85571,2018-11-07
2018-11-07,2014-09-01,84655,2018-11-07
2018-11-07,2014-10-01,88930,2018-11-07
2018-11-07,2014-11-01,86432,2018-11-07
2018-11-07,2014-12-01,87181,2018-11-07
2018-11-07,2015-01-01,84295,2018-11-07
2018-11-07,2015-02-01,85184,2018-11-07
2018-11-07,2015-03-01,84163,2018-11-07
2018-11-07,2015-04-01,89645,2018-11-07
2018-11-07,2015-05-01,90713,2018-11-07
2018-11-07,2015-06-01,94170,2018-11-07
2018-11-07,2015-07-01,92399,2018-11-07
2018-11-07,2015-08-01,94076,2018-11-07
2018-11-07,2015-09-01,92053,2018-11-07
2018-11-07,2015-10-01,90339,2018-11-07
2018-11-07,2015-11-01,87158,2018-11-07
2018-11-07,2015-12-01,95012,2018-11-07
2018-11-07,2016-01-01,100918,2018-11-07
2018-11-07,2016-02-01,95239,2018-11-07
2018-11-07,2016-03-01,95759,2018-11-07
2018-11-07,2016-04-01,92395,2018-11-07
2018-11-07,2016-05-01,91235,2018-11-07
2018-11-07,2016-06-01,92021,2018-11-07
2018-11-07,2016-07-01,90958,2018-11-07
2018-11-07,2016-08-01,89367,2018-11-07
2018-11-07,2016-09-01,92605,2018-11-07
2018-11-07,2016-10-01,93595,2018-11-07
2018-11-07,2016-11-01,95445,2018-11-07
2018-11-07,2016-12-01,90266,2018-11-07
2018-11-07,2017-01-01,88607,2018-11-07
2018-11-07,2017-02-01,91902,2018-11-07
2018-11-07,2017-03-01,91350,2018-11-07
2018-11-07,2017-04-01,89384,2018-11-07
2018-11-07,2017-05-01,89611,2018-11-07
2018-11-07,2017-06-01,88614,2018-11-07
2018-11-07,2017-07-01,90843,2018-11-07
2018-11-07,2017-08-01,87153,2018-11-07
2018-11-07,2017-09-01,87829,2018-11-07
2018-11-07,2017-10-01,90100,2018-11-07
2018-11-07,2017-11-01,88483,2018-11-07
2018-11-07,2017-12-01,87917,2018-11-07
2018-11-07,2018-01-01,88747,2018-11-07
2018-11-07,2018-02-01,90698,2018-11-07
2018-11-07,2018-03-01,92551,2018-11-07
2018-11-07,2018-04-01,94495,2018-11-07
2018-11-07,2018-05-01,95473,2018-11-07
2018-11-07,2018-06-01,95934,2018-11-07
2018-11-07,2018-07-01,95749,2018-11-07
2018-11-07,2018-08-01,96397,2018-11-07
2018-11-07,2018-09-01,95323,2018-11-07
