realtime_start,date,value,realtime_end
2018-11-07,2002-01-01,382979,2018-11-07
2018-11-07,2002-02-01,391434,2018-11-07
2018-11-07,2002-03-01,390942,2018-11-07
2018-11-07,2002-04-01,404255,2018-11-07
2018-11-07,2002-05-01,399164,2018-11-07
2018-11-07,2002-06-01,407305,2018-11-07
2018-11-07,2002-07-01,410171,2018-11-07
2018-11-07,2002-08-01,404055,2018-11-07
2018-11-07,2002-09-01,400059,2018-11-07
2018-11-07,2002-10-01,402091,2018-11-07
2018-11-07,2002-11-01,406609,2018-11-07
2018-11-07,2002-12-01,416844,2018-11-07
2018-11-07,2003-01-01,423049,2018-11-07
2018-11-07,2003-02-01,422705,2018-11-07
2018-11-07,2003-03-01,418232,2018-11-07
2018-11-07,2003-04-01,425493,2018-11-07
2018-11-07,2003-05-01,426270,2018-11-07
2018-11-07,2003-06-01,436163,2018-11-07
2018-11-07,2003-07-01,454040,2018-11-07
2018-11-07,2003-08-01,458676,2018-11-07
2018-11-07,2003-09-01,463954,2018-11-07
2018-11-07,2003-10-01,475234,2018-11-07
2018-11-07,2003-11-01,490441,2018-11-07
2018-11-07,2003-12-01,508637,2018-11-07
2018-11-07,2004-01-01,503959,2018-11-07
2018-11-07,2004-02-01,505926,2018-11-07
2018-11-07,2004-03-01,511618,2018-11-07
2018-11-07,2004-04-01,518071,2018-11-07
2018-11-07,2004-05-01,527957,2018-11-07
2018-11-07,2004-06-01,533344,2018-11-07
2018-11-07,2004-07-01,548965,2018-11-07
2018-11-07,2004-08-01,557520,2018-11-07
2018-11-07,2004-09-01,552584,2018-11-07
2018-11-07,2004-10-01,556268,2018-11-07
2018-11-07,2004-11-01,556160,2018-11-07
2018-11-07,2004-12-01,572075,2018-11-07
2018-11-07,2005-01-01,580999,2018-11-07
2018-11-07,2005-02-01,593530,2018-11-07
2018-11-07,2005-03-01,596922,2018-11-07
2018-11-07,2005-04-01,603915,2018-11-07
2018-11-07,2005-05-01,609345,2018-11-07
2018-11-07,2005-06-01,622681,2018-11-07
2018-11-07,2005-07-01,634169,2018-11-07
2018-11-07,2005-08-01,639841,2018-11-07
2018-11-07,2005-09-01,653043,2018-11-07
2018-11-07,2005-10-01,664394,2018-11-07
2018-11-07,2005-11-01,671220,2018-11-07
2018-11-07,2005-12-01,676066,2018-11-07
2018-11-07,2006-01-01,681319,2018-11-07
2018-11-07,2006-02-01,683903,2018-11-07
2018-11-07,2006-03-01,674306,2018-11-07
2018-11-07,2006-04-01,656452,2018-11-07
2018-11-07,2006-05-01,640166,2018-11-07
2018-11-07,2006-06-01,621166,2018-11-07
2018-11-07,2006-07-01,603878,2018-11-07
2018-11-07,2006-08-01,590330,2018-11-07
2018-11-07,2006-09-01,580144,2018-11-07
2018-11-07,2006-10-01,568119,2018-11-07
2018-11-07,2006-11-01,555812,2018-11-07
2018-11-07,2006-12-01,551189,2018-11-07
2018-11-07,2007-01-01,544590,2018-11-07
2018-11-07,2007-02-01,537980,2018-11-07
2018-11-07,2007-03-01,534787,2018-11-07
2018-11-07,2007-04-01,530796,2018-11-07
2018-11-07,2007-05-01,521544,2018-11-07
2018-11-07,2007-06-01,512950,2018-11-07
2018-11-07,2007-07-01,503067,2018-11-07
2018-11-07,2007-08-01,488519,2018-11-07
2018-11-07,2007-09-01,472749,2018-11-07
2018-11-07,2007-10-01,455585,2018-11-07
2018-11-07,2007-11-01,439981,2018-11-07
2018-11-07,2007-12-01,423496,2018-11-07
2018-11-07,2008-01-01,409760,2018-11-07
2018-11-07,2008-02-01,394436,2018-11-07
2018-11-07,2008-03-01,397603,2018-11-07
2018-11-07,2008-04-01,392965,2018-11-07
2018-11-07,2008-05-01,388975,2018-11-07
2018-11-07,2008-06-01,381412,2018-11-07
2018-11-07,2008-07-01,372678,2018-11-07
2018-11-07,2008-08-01,359490,2018-11-07
2018-11-07,2008-09-01,348526,2018-11-07
2018-11-07,2008-10-01,337197,2018-11-07
2018-11-07,2008-11-01,320917,2018-11-07
2018-11-07,2008-12-01,301590,2018-11-07
2018-11-07,2009-01-01,286065,2018-11-07
2018-11-07,2009-02-01,269941,2018-11-07
2018-11-07,2009-03-01,257094,2018-11-07
2018-11-07,2009-04-01,246013,2018-11-07
2018-11-07,2009-05-01,237725,2018-11-07
2018-11-07,2009-06-01,239570,2018-11-07
2018-11-07,2009-07-01,247133,2018-11-07
2018-11-07,2009-08-01,253075,2018-11-07
2018-11-07,2009-09-01,257919,2018-11-07
2018-11-07,2009-10-01,258821,2018-11-07
2018-11-07,2009-11-01,260080,2018-11-07
2018-11-07,2009-12-01,260510,2018-11-07
2018-11-07,2010-01-01,259618,2018-11-07
2018-11-07,2010-02-01,259419,2018-11-07
2018-11-07,2010-03-01,259480,2018-11-07
2018-11-07,2010-04-01,261323,2018-11-07
2018-11-07,2010-05-01,258600,2018-11-07
2018-11-07,2010-06-01,257447,2018-11-07
2018-11-07,2010-07-01,250914,2018-11-07
2018-11-07,2010-08-01,245545,2018-11-07
2018-11-07,2010-09-01,245237,2018-11-07
2018-11-07,2010-10-01,245034,2018-11-07
2018-11-07,2010-11-01,245686,2018-11-07
2018-11-07,2010-12-01,245599,2018-11-07
2018-11-07,2011-01-01,247766,2018-11-07
2018-11-07,2011-02-01,246712,2018-11-07
2018-11-07,2011-03-01,248258,2018-11-07
2018-11-07,2011-04-01,251227,2018-11-07
2018-11-07,2011-05-01,251662,2018-11-07
2018-11-07,2011-06-01,253355,2018-11-07
2018-11-07,2011-07-01,254555,2018-11-07
2018-11-07,2011-08-01,256966,2018-11-07
2018-11-07,2011-09-01,255605,2018-11-07
2018-11-07,2011-10-01,257347,2018-11-07
2018-11-07,2011-11-01,251700,2018-11-07
2018-11-07,2011-12-01,252431,2018-11-07
2018-11-07,2012-01-01,255250,2018-11-07
2018-11-07,2012-02-01,251583,2018-11-07
2018-11-07,2012-03-01,256418,2018-11-07
2018-11-07,2012-04-01,261516,2018-11-07
2018-11-07,2012-05-01,266226,2018-11-07
2018-11-07,2012-06-01,271869,2018-11-07
2018-11-07,2012-07-01,275296,2018-11-07
2018-11-07,2012-08-01,281536,2018-11-07
2018-11-07,2012-09-01,287368,2018-11-07
2018-11-07,2012-10-01,296646,2018-11-07
2018-11-07,2012-11-01,297261,2018-11-07
2018-11-07,2012-12-01,299437,2018-11-07
2018-11-07,2013-01-01,304357,2018-11-07
2018-11-07,2013-02-01,308661,2018-11-07
2018-11-07,2013-03-01,314096,2018-11-07
2018-11-07,2013-04-01,316926,2018-11-07
2018-11-07,2013-05-01,321810,2018-11-07
2018-11-07,2013-06-01,324341,2018-11-07
